project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
perf4j,0.9.4,0,"Jan, 2009",41,0,0,0,0,0,0,68,1.658536585,2.688956639,0,0,11,682,16.63414634,32.70913947,3,0,133,205,5,5.412947441,3,0,20,83,2.024390244,2.936731218,0,0,12,19,0.463414634,1.343457498,0,0,7,0,0,0,0,0,0,8,0.195121951,0.401217659,0,0,1,22,0.536585366,0.809245358,0,0,3,45,1.097560976,1.179086045,1,0,4,474,11.56097561,11.21839735,6,0,47,446,10.87804878,10.97769357,8,0,42,4,0.097560976,0.300406229,0,0,1,0,0,0,0,0,0,130,3.170731707,4.800533507,1,0,20,1,0.024390244,0.156173762,0,0,1,3000,73.17073171,67.5007046,47,0,256,0,0,0,0,0,0,369,9,13.11487705,2,0,48,6,0.146341463,0.937042571,0,0,6,154,3.756097561,5.739252947,1,0,20,156,3.804878049,5.455362097,2,0,22,3121,76.12195122,269.9334358,1,-1,1025,0,0,0,0,0,0,250,6.097560976,5.953170912,3,0,21,54,1.317073171,2.349883235,0,0,7,268,6.536585366,9.091472821,2,0,34,15,0.365853659,1.894150173,0,0,12,394,9.609756098,12.30422295,5,0,61,20,0.487804878,1.362386715,0,0,7,68,1.658536585,0.728345938,2,0,3,253,6.170731707,6.049390213,3,0,21,38,0.926829268,1.455854455,0,0,6,11,0.268292683,0.837388507,0,0,4,2078,50.68292683,46.05238269,39,0,192,6,0.146341463,0.572755428,0,0,3,123,3,2.418677324,2,0,11,282,6.87804878,9.599987297,5,0,53,44,1.073170732,2.44325852,0,0,13,0,0,0,0,0,0,17,0.414634146,1.341186224,0,0,7,6,0.146341463,0.572755428,0,0,3,3,0.073170732,0.263651655,0,0,1,71,1.731707317,2.747948237,1,0,11
permission,2.0.0-rc12,24,"Aug, 2018",112,16,0.142857143,0.957259064,0,0,8,1,0.008928571,0.094491118,0,0,1,965,8.616071429,34.9048244,0,0,270,216,1.928571429,2.629405049,1,0,21,144,1.285714286,3.06220368,0,0,24,83,0.741071429,2.811640974,0,0,24,0,0,0,0,0,0,12,0.107142857,0.590573745,0,0,5,30,0.267857143,0.614863097,0,0,3,88,0.785714286,0.962621902,0,0,4,703,6.276785714,9.427972393,3,0,54,591,5.276785714,7.731076661,2,0,48,72,0.642857143,2.229439161,0,0,18,69,0.616071429,1.100741238,0,0,5,110,0.982142857,2.940803784,0,0,17,0,0,0,0,0,0,2497,22.29464286,21.77056381,16,0,129,0,0,0,0,0,0,180,1.607142857,5.421606994,0,0,33,36,0.321428571,1.661510686,0,0,17,21,0.1875,0.944698341,0,0,8,249,2.223214286,5.648422919,0,0,47,3210,28.66071429,165.9879814,0,-1,1025,-1,-0.016666667,0.129099445,0,-1,0,293,2.616071429,2.768046554,2,0,21,111,0.991071429,2.03348339,0,0,14,99,0.883928571,2.224942699,0,0,18,74,0.660714286,2.942553807,0,0,23,445,3.973214286,8.225931116,1,0,63,82,0.732142857,2.789885667,0,0,24,125,1.116071429,0.321750161,1,0,2,363,3.241071429,3.998300395,2,0,24,18,0.160714286,0.56238827,0,0,3,0,0,0,0,0,0,3337,29.79464286,51.66003533,12.5,0,392,0,0,0,0,0,0,435,3.883928571,3.854903361,3,0,23,378,3.375,6.432077551,1,0,43,6,0.053571429,0.324364541,0,0,2,-1,-0.016666667,0.129099445,0,-1,0,33,0.294642857,2.414813118,0,0,24,4,0.035714286,0.377964473,0,0,4,9,0.080357143,0.332568298,0,0,2,59,0.526785714,1.420314782,0,0,9
phantomjsdriver,1.1.0,64,"Jan, 2014",49,0,0,0,0,0,0,24,0.489795918,1.37116813,0,0,8,419,8.551020408,21.08915719,0,0,120,150,3.06122449,3.526141442,1,0,14,41,0.836734694,2.435389589,0,0,13,24,0.489795918,2.052665432,0,0,13,0,0,0,0,0,0,5,0.102040816,0.714285714,0,0,5,11,0.224489796,0.510934851,0,0,2,23,0.469387755,0.915196719,0,0,4,260,5.306122449,6.27230713,2,0,27,500,10.20408163,10.0932725,5,0,33,8,0.163265306,0.58973648,0,0,3,2,0.040816327,0.199914948,0,0,1,30,0.612244898,1.741842015,0,0,9,0,0,0,0,0,0,2152,43.91836735,47.60595058,25,0,233,0,0,0,0,0,0,743,15.16326531,19.24442229,9,0,94,20,0.408163265,1.059055541,0,0,5,52,1.06122449,1.784285142,1,0,10,39,0.795918367,1.957672851,0,0,10,2064,42.12244898,204.8594673,1,-1,1025,0,0,0,0,0,0,161,3.285714286,3.559026084,1,0,14,30,0.612244898,1.753761749,0,0,8,160,3.265306122,7.626094212,0,0,44,10,0.204081633,0.79003143,0,0,5,311,6.346938776,9.017462273,2,0,30,23,0.469387755,1.958975506,0,0,13,81,1.653061224,0.751415897,1,0,3,169,3.448979592,3.932033107,1,0,17,4,0.081632653,0.343798311,0,0,2,5,0.102040816,0.420560041,0,0,2,1885,38.46938776,54.03436485,14,0,246,0,0,0,0,0,0,236,4.816326531,3.20594155,4,0,15,272,5.551020408,8.044307575,2,0,29,9,0.183673469,0.666879218,0,0,4,0,0,0,0,0,0,6,0.12244898,0.857142857,0,0,6,0,0,0,0,0,0,1,0.020408163,0.142857143,0,0,1,27,0.551020408,1.904613089,0,0,10
picasso,2.5.2,530,"Mar, 2015",152,10,0.065789474,0.733954657,0,0,9,40,0.263157895,0.91156544,0,0,7,3017,19.84868421,74.42857458,1,0,531,637,4.190789474,10.26969666,1,0,81,441,2.901315789,6.106949541,1,0,36,135,0.888157895,4.221592779,0,0,36,0,0,0,0,0,0,23,0.151315789,0.668693185,0,0,6,108,0.710526316,4.268522673,0,0,47,95,0.625,0.982040719,0,0,5,1652,10.86842105,21.37978379,3.5,0,128,1609,10.58552632,19.09593906,3,0,88,48,0.315789474,0.849004502,0,0,5,245,1.611842105,4.371868745,0,0,29,656,4.315789474,14.38975954,0,0,122,238,1.565789474,4.933559966,0,0,32,6512,42.84210526,58.1164742,23,0,385,0,0,0,0,0,0,620,4.078947368,10.46882873,0,0,58,35,0.230263158,0.792935653,0,0,6,145,0.953947368,3.704907817,0,0,34,378,2.486842105,5.645119608,1,0,35,4636,30.5,164.0210776,1,-1,1025,-7,-0.063636364,0.245221216,0,-1,0,899,5.914473684,10.82488186,2,0,81,170,1.118421053,2.380756768,0,0,15,808,5.315789474,17.36725283,0,0,154,92,0.605263158,3.16260831,0,0,29,1551,10.20394737,23.93350026,2,0,211,289,1.901315789,5.261077708,0,0,36,243,1.598684211,1.04380778,1,0,7,946,6.223684211,11.19732547,2,0,81,28,0.184210526,0.740691038,0,0,6,1,0.006578947,0.081110711,0,0,1,8891,58.49342105,114.6058027,17,0,685,8,0.052631579,0.648885685,0,0,8,982,6.460526316,7.371757075,4,0,36,1439,9.467105263,23.14278105,2,0,215,16,0.105263158,0.433037856,0,0,4,-7,-0.063636364,0.245221216,0,-1,0,32,0.210526316,1.666306456,0,0,15,5,0.032894737,0.241895472,0,0,2,43,0.282894737,0.887124704,0,0,6,298,1.960526316,5.949992018,0,0,40
picocli,4.2.0,37,"Feb, 2020",2095,8,0.003840614,0.175285242,0,0,8,370,0.177628421,1.626845731,0,0,39,130945,62.86365819,906.5997752,0,0,26552,3847,1.846855497,10.49880252,0,0,231,3272,1.57081133,3.008657483,1,0,69,192,0.092174748,0.93709508,0,0,36,17,0.008161306,0.162327656,0,0,4,160,0.07681229,1.339510792,0,0,47,552,0.2650024,2.483346905,0,0,76,474,0.227556409,0.706134184,0,0,6,8874,4.260201632,22.13604094,0,0,428,8702,4.177628421,19.15140491,0,0,301,604,0.289966395,2.165450072,0,0,56,563,0.270283245,1.481365282,0,0,32,5466,2.624099856,19.8436815,0,0,434,2341,1.123859818,2.014124496,0,0,38,45585,21.88430149,70.69838629,7,0,2057,0,0,0,0,0,0,21975,10.54968795,71.10360183,2,0,1622,207,0.0993759,1.117159236,0,0,35,1447,0.694671147,4.873905249,0,0,160,2399,1.151704273,6.606987737,0,0,159,18182,8.728756601,81.0032546,0,-1,1033,-1159,-0.774215097,0.418237886,-1,-1,0,4488,2.154584734,10.898894,0,0,231,776,0.372539606,1.89935391,0,0,37,4221,2.026404225,15.11298383,0,0,301,539,0.258761402,1.962610106,0,0,56,7807,3.747959674,21.87360731,0,0,469,459,0.220355257,1.411129247,0,0,37,2366,1.135861738,1.696262367,1,0,74,5092,2.444551128,11.66335233,0,0,232,780,0.374459914,3.364926263,0,0,114,19,0.009121459,0.136560417,0,0,4,73336,35.20691311,303.283895,5,0,11319,4,0.001920307,0.043789728,0,0,1,5890,2.827652424,4.88381471,2,0,71,8845,4.246279405,19.37447168,1,0,459,78,0.037445991,0.359500676,0,0,7,-1159,-0.774215097,0.418237886,-1,-1,0,136,0.065290446,0.542665929,0,0,18,16,0.007681229,0.145170575,0,0,5,1600,0.7681229,7.406445105,0,0,184,911,0.437349976,3.036487538,0,0,61
play,2.3.10,166,"Aug, 2015",629,0,0,0,0,0,0,113,0.190878378,1.997219193,0,0,45,18172,30.69594595,350.6537749,0,0,7648,1908,3.222972973,8.175379609,1,0,129,550,0.929054054,3.484803915,0,0,60,87,0.146959459,0.782869172,0,0,14,75,0.126689189,1.536635694,0,0,36,53,0.089527027,0.92735735,0,0,15,99,0.16722973,0.78095375,0,0,8,220,0.371621622,0.841241572,0,0,6,3066,5.179054054,16.67165849,1,0,310,3286,5.550675676,10.01424364,2,0,118,53,0.089527027,0.431922213,0,0,5,117,0.197635135,1.944177254,0,0,42,1222,2.064189189,5.293031017,0,0,56,169,0.285472973,3.00612884,0,0,60,12917,21.81925676,32.91186149,11,0,414,0,0,0,0,0,0,1704,2.878378378,7.748068177,1,0,97,131,0.221283784,0.778314184,0,0,10,311,0.525337838,3.358354467,0,0,74,1505,2.54222973,8.473602312,1,0,129,26485,44.73817568,202.8161396,1,-1,1033,-50,-0.168350168,0.374808472,0,-1,0,2068,3.493243243,8.468511694,1,0,129,163,0.275337838,0.983897368,0,0,13,898,1.516891892,12.81719915,0,0,280,627,1.059121622,6.446831977,0,0,129,1812,3.060810811,12.74159494,1,0,255,171,0.288851351,0.993725169,0,0,12,988,1.668918919,1.435062571,1,0,21,2114,3.570945946,8.570107048,1,0,129,86,0.14527027,1.020522706,0,0,20,31,0.052364865,1.036864244,0,0,25,18045,30.48141892,85.21528222,10,0,1137,2,0.003378378,0.058074624,0,0,1,2339,3.951013514,4.058285042,3,0,37,1578,2.665540541,8.795839755,1,0,124,36,0.060810811,0.791035658,0,0,18,-50,-0.168350168,0.374808472,0,-1,0,187,0.315878378,1.103701466,0,0,11,45,0.076013514,0.667823943,0,0,14,210,0.35472973,1.509981879,0,0,19,394,0.665540541,6.051356217,0,0,141
play-json,2.7.4,167,"Jun, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
play-test,2.5.12,437,"Jan, 2017",739,27,0.036734694,0.610989463,0,0,16,140,0.19047619,1.824497741,0,0,45,22697,30.88027211,418.0141769,0,0,11020,2626,3.572789116,8.407523537,1,0,149,772,1.050340136,3.497593064,0,0,67,123,0.167346939,0.827339657,0,0,14,372,0.506122449,2.275842345,0,0,36,78,0.106122449,0.950922719,0,0,15,152,0.206802721,0.918004876,0,0,11,330,0.448979592,0.844792297,0,0,6,4264,5.801360544,16.25340034,2,0,310,4777,6.499319728,12.46115215,3,0,164,141,0.191836735,0.660227667,0,0,8,220,0.299319728,2.240982432,0,0,49,1587,2.159183673,7.448494856,0,0,140,198,0.269387755,3.088314361,0,0,67,20009,27.22312925,36.54479926,15,0,414,0,0,0,0,0,0,2326,3.16462585,11.79427887,0,0,172,70,0.095238095,0.505195531,0,0,7,355,0.482993197,3.030170141,0,0,74,2171,2.953741497,8.762568024,1,0,149,39537,53.79183673,221.2852449,1,-1,1033,-84,-0.1724846,0.378189573,0,-1,0,2934,3.991836735,8.742295247,2,0,149,388,0.527891156,1.197851296,0,0,15,1021,1.389115646,11.89982672,0,0,280,615,0.836734694,6.271383926,0,0,149,2614,3.556462585,12.88163505,1,0,255,364,0.495238095,1.170559226,0,0,12,1246,1.695238095,1.615546631,1,0,23,3067,4.172789116,8.92132245,2,0,149,80,0.108843537,0.728265938,0,0,11,51,0.069387755,1.025201,0,0,25,24284,33.03945578,88.7513891,11,0,1137,0,0,0,0,0,0,3428,4.663945578,4.77447724,4,0,40,2542,3.458503401,9.999079273,1,0,139,80,0.108843537,0.811441108,0,0,18,-84,-0.1724846,0.378189573,0,-1,0,135,0.183673469,0.719714674,0,0,8,52,0.070748299,0.509208244,0,0,9,266,0.361904762,1.479990672,0,0,18,542,0.737414966,5.701512908,0,0,141
play-ws,2.5.12,369,"Jan, 2017",739,27,0.036734694,0.610989463,0,0,16,140,0.19047619,1.824497741,0,0,45,22697,30.88027211,418.0141769,0,0,11020,2626,3.572789116,8.407523537,1,0,149,772,1.050340136,3.497593064,0,0,67,123,0.167346939,0.827339657,0,0,14,372,0.506122449,2.275842345,0,0,36,78,0.106122449,0.950922719,0,0,15,152,0.206802721,0.918004876,0,0,11,330,0.448979592,0.844792297,0,0,6,4264,5.801360544,16.25340034,2,0,310,4777,6.499319728,12.46115215,3,0,164,141,0.191836735,0.660227667,0,0,8,220,0.299319728,2.240982432,0,0,49,1587,2.159183673,7.448494856,0,0,140,198,0.269387755,3.088314361,0,0,67,20009,27.22312925,36.54479926,15,0,414,0,0,0,0,0,0,2326,3.16462585,11.79427887,0,0,172,70,0.095238095,0.505195531,0,0,7,355,0.482993197,3.030170141,0,0,74,2171,2.953741497,8.762568024,1,0,149,39537,53.79183673,221.2852449,1,-1,1033,-84,-0.1724846,0.378189573,0,-1,0,2934,3.991836735,8.742295247,2,0,149,388,0.527891156,1.197851296,0,0,15,1021,1.389115646,11.89982672,0,0,280,615,0.836734694,6.271383926,0,0,149,2614,3.556462585,12.88163505,1,0,255,364,0.495238095,1.170559226,0,0,12,1246,1.695238095,1.615546631,1,0,23,3067,4.172789116,8.92132245,2,0,149,80,0.108843537,0.728265938,0,0,11,51,0.069387755,1.025201,0,0,25,24284,33.03945578,88.7513891,11,0,1137,0,0,0,0,0,0,3428,4.663945578,4.77447724,4,0,40,2542,3.458503401,9.999079273,1,0,139,80,0.108843537,0.811441108,0,0,18,-84,-0.1724846,0.378189573,0,-1,0,135,0.183673469,0.719714674,0,0,8,52,0.070748299,0.509208244,0,0,9,266,0.361904762,1.479990672,0,0,18,542,0.737414966,5.701512908,0,0,141
plexus-io,3.0.0,13,"May, 2017",91,6,0.065934066,0.628970902,0,0,6,32,0.351648352,1.129145462,0,0,9,1653,18.16483516,45.83382151,0,0,293,326,3.582417582,5.164119661,1,0,26,115,1.263736264,2.154247303,0,0,10,36,0.395604396,1.153536792,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,12,0.131868132,0.452371313,0,0,3,58,0.637362637,0.93709342,0,0,4,707,7.769230769,9.880482358,3,0,43,608,6.681318681,10.25115616,3,0,57,32,0.351648352,1.214483213,0,0,10,49,0.538461538,1.905009141,0,0,15,186,2.043956044,7.063068405,0,0,62,12,0.131868132,0.499083409,0,0,3,2899,31.85714286,27.64680871,24,0,148,0,0,0,0,0,0,272,2.989010989,8.83615616,0,0,61,21,0.230769231,0.789893426,0,0,6,36,0.395604396,1.5767697,0,0,13,280,3.076923077,5.002734295,1,0,24,10328,113.4945055,322.2687413,1,-1,1032,-4,-0.072727273,0.262081798,0,-1,0,415,4.56043956,5.613889108,2,0,27,74,0.813186813,1.873274542,0,0,9,234,2.571428571,9.412925932,0,0,80,41,0.450549451,1.821255588,0,0,14,490,5.384615385,9.683627914,2,0,50,67,0.736263736,1.548010658,0,0,9,128,1.406593407,0.682772485,1,0,4,447,4.912087912,5.872058794,2,0,27,30,0.32967033,0.955160778,0,0,5,2,0.021978022,0.147423952,0,0,1,2988,32.83516484,42.05558854,12,0,212,0,0,0,0,0,0,334,3.67032967,3.80074538,3,0,18,372,4.087912088,6.483566151,2,0,33,40,0.43956044,1.384106541,0,0,10,-4,-0.072727273,0.262081798,0,-1,0,27,0.296703297,1.048750638,0,0,9,8,0.087912088,0.41226614,0,0,3,6,0.065934066,0.290677286,0,0,2,99,1.087912088,2.510636713,0,0,19
plexus-resources,1.1.0,21,"Feb, 2017",24,0,0,0,0,0,0,0,0,0,0,0,0,137,5.708333333,11.40358131,1,0,45,71,2.958333333,2.561914479,2,0,10,25,1.041666667,0.999093792,1,0,4,7,0.291666667,0.464305621,0,0,1,0,0,0,0,0,0,12,0.5,1.251086484,0,0,5,16,0.666666667,1.372609912,0,0,6,21,0.875,1.261899879,0,0,4,160,6.666666667,6.197241088,4.5,0,23,170,7.083333333,8.224653642,4,0,27,3,0.125,0.612372436,0,0,3,13,0.541666667,2.105462185,0,0,10,5,0.208333333,0.832970936,0,0,4,2,0.083333333,0.282329851,0,0,1,878,36.58333333,23.80339155,30.5,0,99,0,0,0,0,0,0,127,5.291666667,9.252398827,1,0,41,3,0.125,0.448427203,0,0,2,23,0.958333333,2.053187695,0,0,8,47,1.958333333,2.773777313,0.5,0,11,2066,86.08333333,289.1835458,1,-1,1025,0,0,0,0,0,0,87,3.625,2.650881724,3,0,10,17,0.708333333,0.954584666,0,0,3,11,0.458333333,1.062366786,0,0,5,1,0.041666667,0.204124145,0,0,1,104,4.333333333,5.692608989,1,0,20,9,0.375,0.494535355,0,0,1,49,2.041666667,0.954584666,2,0,4,90,3.75,2.690563219,3,0,10,5,0.208333333,0.414851117,0,0,1,2,0.083333333,0.282329851,0,0,1,696,29,28.22733797,18,0,108,2,0.083333333,0.282329851,0,0,1,70,2.916666667,2.87291197,2,0,10,83,3.458333333,3.787613298,1.5,0,12,3,0.125,0.448427203,0,0,2,0,0,0,0,0,0,4,0.166666667,0.380693494,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,21,0.875,1.62353613,0,0,5
plexus-utils,3.0.8,342,"Sep, 2012",159,21,0.132075472,0.879536756,0,0,10,441,2.773584906,11.18765398,0,0,87,19098,120.1132075,492.3391465,6,0,4560,1239,7.79245283,12.27793919,4,0,95,571,3.591194969,8.315924815,1,0,87,195,1.226415094,3.281950116,0,0,24,0,0,0,0,0,0,3,0.018867925,0.136488425,0,0,1,158,0.993710692,2.301614335,0,0,14,234,1.471698113,1.861710527,1,0,10,4618,29.04402516,78.7973965,8,0,838,2307,14.50943396,19.57810322,7,0,131,182,1.144654088,2.266532728,0,0,13,105,0.660377358,3.6627274,0,0,37,1405,8.836477987,22.89460558,1,0,224,66,0.41509434,1.779993908,0,0,17,13523,85.05031447,104.5122971,43,0,648,0,0,0,0,0,0,3198,20.11320755,46.23440293,2,0,408,5,0.031446541,0.17507263,0,0,1,1092,6.867924528,27.49801217,0,0,305,1174,7.383647799,19.29674949,1,0,161,5619,35.33962264,179.2587349,1,-1,1033,-4,-0.028985507,0.168376923,0,-1,0,1476,9.283018868,13.75883241,5,0,95,282,1.773584906,2.963756871,0,0,17,2239,14.08176101,48.02042927,1,0,419,496,3.119496855,11.06675074,0,0,95,4040,25.40880503,65.6452119,7,0,715,223,1.402515723,3.326379978,0,0,22,268,1.685534591,0.921874568,1,0,6,1652,10.38993711,14.72185663,5,0,96,392,2.465408805,6.519474113,0,0,55,148,0.93081761,7.113118116,0,0,81,18026,113.3710692,231.7872102,47,0,2278,9,0.056603774,0.377286833,0,0,4,427,2.685534591,2.614802955,2,0,15,2745,17.26415094,33.09813808,6,0,282,126,0.79245283,3.511419836,0,0,33,-4,-0.028985507,0.168376923,0,-1,0,75,0.471698113,1.837759095,0,0,15,2,0.012578616,0.111798948,0,0,1,29,0.182389937,0.683025158,0,0,4,1153,7.251572327,28.46293805,0,0,324
