project,release,maven_reuse,maven_release,class_count,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max
polymer,2.4.0,0,"Jan, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
polymer,2.6.1,,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
polymer__polymer,3.4.1,0,"Jun, 2020",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
postcss,7.0.35,0,"Oct, 2020",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
postgresql,42.2.5,450,"Aug, 2018",529,13,0.024574669,0.270663219,0,0,5,893,1.688090737,6.029211556,0,0,68,90784,171.6143667,1512.501555,1,0,28077,3768,7.122873346,17.17595071,3,0,212,1323,2.50094518,6.207316298,1,0,70,479,0.905482042,5.054489847,0,0,70,2,0.003780718,0.086956522,0,0,2,183,0.345935728,3.103545676,0,0,57,815,1.540642722,4.731298148,0,0,54,688,1.300567108,1.427018659,1,0,8,10595,20.02835539,53.28007357,8,0,722,7922,14.97542533,27.8218317,5,0,310,480,0.907372401,2.949210618,0,0,37,366,0.691871456,3.093485043,0,0,49,3731,7.052930057,17.94206364,1,0,188,72,0.13610586,0.84185084,0,0,11,42947,81.1852552,110.3215672,46,0,694,0,0,0,0,0,0,13950,26.3705104,73.42672316,2,0,686,71,0.134215501,0.566539702,0,0,7,2254,4.260869565,11.91065222,0,0,117,2872,5.429111531,19.23585626,1,0,315,11891,22.47826087,146.2360845,1,-1,1025,-42,-0.095890411,0.29477759,0,-1,0,4314,8.155009452,18.27987847,3,0,232,941,1.778827977,4.302730562,0,0,59,19115,36.1342155,259.7282141,2,0,5792,431,0.814744802,4.464049364,0,0,64,13691,25.88090737,65.49504806,4,0,585,771,1.457466919,5.35435482,0,0,69,745,1.40831758,0.743409685,1,0,6,4750,8.979206049,19.68505679,3,0,254,709,1.34026465,3.511548146,0,0,35,66,0.124763705,1.05866339,0,0,17,55000,103.9697543,218.4685224,30,0,2599,139,0.262759924,2.30138149,0,0,45,2535,4.792060491,6.56481765,3,0,73,7088,13.39886578,28.75210267,4,0,254,136,0.257088847,1.209993048,0,0,17,-42,-0.095890411,0.29477759,0,-1,0,244,0.461247637,4.043666854,0,0,69,15,0.028355388,0.232634244,0,0,4,58,0.109640832,0.479979545,0,0,4,2060,3.894139887,14.47110966,0,0,186
powermock-api-easymock,1.6.4,156,"Dec, 2015",1109,44,0.040968343,0.311622326,0,0,6,449,0.418063315,3.957049176,0,0,101,28872,26.88268156,269.5505756,0,0,5553,3174,2.955307263,6.318795079,1,0,96,1233,1.148044693,7.088540093,0,0,205,311,0.289571695,1.701636514,0,0,35,0,0,0,0,0,0,25,0.023277467,0.28705865,0,0,7,413,0.384543762,1.463499179,0,0,16,512,0.476722533,0.988243126,0,0,9,7581,7.058659218,26.9576193,2,0,491,7414,6.903165736,12.89327939,2,0,163,405,0.377094972,1.702549083,0,0,31,316,0.294227188,1.461855543,0,0,24,4996,4.651769088,16.77585808,0,0,217,397,0.369646182,6.542160243,0,0,205,36731,34.20018622,48.95791943,20.5,0,499,0,0,0,0,0,0,4021,3.743947858,9.638797498,1,0,129,131,0.121973929,0.757086075,0,0,13,1036,0.96461825,8.838651851,0,0,210,1876,1.746741155,5.572291455,0,0,101,24160,22.49534451,145.102928,1,-1,1028,-82,-0.124809741,0.330754867,0,-1,0,3644,3.39292365,6.598326924,2,0,97,705,0.656424581,1.852989492,0,0,41,3227,3.004655493,22.55210342,0,0,476,659,0.613594041,5.007789043,0,0,106,6788,6.320297952,27.54536743,1,0,524,530,0.493482309,2.021887314,0,0,41,1307,1.216945996,0.622991896,1,0,7,4018,3.741154562,7.317843286,2,0,106,484,0.450651769,3.302387589,0,0,65,15,0.01396648,0.234074296,0,0,7,35875,33.40316574,98.28661906,11,0,1655,173,0.161080074,2.653161638,0,0,78,4332,4.033519553,4.654392277,2,0,37,5470,5.09310987,16.60311026,1,0,205,123,0.11452514,0.71132066,0,0,13,-82,-0.124809741,0.330754867,0,-1,0,116,0.108007449,0.733610063,0,0,20,33,0.030726257,0.31130611,0,0,6,98,0.091247672,0.540147479,0,0,9,1265,1.177839851,9.254858556,0,0,216
powermock-api-mockito,1.6.5,451,"Apr, 2016",1637,59,0.039124668,0.375680444,0,0,10,1053,0.698275862,4.713821854,0,0,101,43095,28.57758621,278.2666463,0,0,5553,4793,3.178381963,6.594472724,1,0,100,2584,1.713527851,8.877707968,0,0,217,804,0.533156499,2.716820981,0,0,42,0,0,0,0,0,0,25,0.016578249,0.242451459,0,0,7,464,0.307692308,1.262819012,0,0,15,838,0.555702918,1.049637646,0,0,8,14201,9.417108753,34.05825291,2,0,566,11106,7.364721485,13.89966423,3,0,170,703,0.466180371,1.920323187,0,0,35,577,0.382625995,1.663900009,0,0,24,6171,4.092175066,14.95736448,0,0,217,829,0.549734748,8.017369577,0,0,217,55511,36.81100796,53.73704771,21,0,499,0,0,0,0,0,0,6511,4.317639257,16.75972617,0,0,307,195,0.129310345,0.812062544,0,0,16,2158,1.431034483,12.6970684,0,0,329,3311,2.195623342,6.595995805,1,0,103,60791,40.31233422,195.2892498,1,-1,1034,-100,-0.103412616,0.304654606,0,-1,0,5714,3.789124668,7.027811924,2,0,101,1330,0.881962865,2.619536294,0,0,48,6453,4.279177719,30.16034858,0,0,685,967,0.641246684,4.70446529,0,0,106,12709,8.427718833,37.01904244,1,0,701,1149,0.76193634,2.974737156,0,0,47,1930,1.279840849,0.683441058,1,0,7,6375,4.227453581,7.917582402,2,0,107,981,0.650530504,4.022236597,0,0,86,52,0.034482759,0.282428205,0,0,5,62990,41.77055703,119.9626977,12,0,1926,173,0.114721485,2.239945193,0,0,78,6202,4.112732095,4.663233166,2,0,43,8774,5.818302387,19.28448384,1,0,317,302,0.200265252,0.84558257,0,0,13,-100,-0.103412616,0.304654606,0,-1,0,373,0.24734748,1.614207695,0,0,35,79,0.052387268,0.3947746,0,0,6,164,0.108753316,0.578401601,0,0,10,2770,1.836870027,11.37663906,0,0,246
powermock-core,1.6.4,105,"Dec, 2015",1109,44,0.040968343,0.311622326,0,0,6,449,0.418063315,3.957049176,0,0,101,28872,26.88268156,269.5505756,0,0,5553,3174,2.955307263,6.318795079,1,0,96,1233,1.148044693,7.088540093,0,0,205,311,0.289571695,1.701636514,0,0,35,0,0,0,0,0,0,25,0.023277467,0.28705865,0,0,7,413,0.384543762,1.463499179,0,0,16,512,0.476722533,0.988243126,0,0,9,7581,7.058659218,26.9576193,2,0,491,7414,6.903165736,12.89327939,2,0,163,405,0.377094972,1.702549083,0,0,31,316,0.294227188,1.461855543,0,0,24,4996,4.651769088,16.77585808,0,0,217,397,0.369646182,6.542160243,0,0,205,36731,34.20018622,48.95791943,20.5,0,499,0,0,0,0,0,0,4021,3.743947858,9.638797498,1,0,129,131,0.121973929,0.757086075,0,0,13,1036,0.96461825,8.838651851,0,0,210,1876,1.746741155,5.572291455,0,0,101,24160,22.49534451,145.102928,1,-1,1028,-82,-0.124809741,0.330754867,0,-1,0,3644,3.39292365,6.598326924,2,0,97,705,0.656424581,1.852989492,0,0,41,3227,3.004655493,22.55210342,0,0,476,659,0.613594041,5.007789043,0,0,106,6788,6.320297952,27.54536743,1,0,524,530,0.493482309,2.021887314,0,0,41,1307,1.216945996,0.622991896,1,0,7,4018,3.741154562,7.317843286,2,0,106,484,0.450651769,3.302387589,0,0,65,15,0.01396648,0.234074296,0,0,7,35875,33.40316574,98.28661906,11,0,1655,173,0.161080074,2.653161638,0,0,78,4332,4.033519553,4.654392277,2,0,37,5470,5.09310987,16.60311026,1,0,205,123,0.11452514,0.71132066,0,0,13,-82,-0.124809741,0.330754867,0,-1,0,116,0.108007449,0.733610063,0,0,20,33,0.030726257,0.31130611,0,0,6,98,0.091247672,0.540147479,0,0,9,1265,1.177839851,9.254858556,0,0,216
powermock-module-junit4,2.0.2,511,"Apr, 2019",1267,33,0.026655897,0.254499295,0,0,6,131,0.105815832,0.729967234,0,0,13,28667,23.15589661,283.2880662,0,0,6216,3031,2.448303716,5.638115998,1,0,102,920,0.743134087,1.350564013,0,0,13,233,0.188206785,0.735489003,0,0,13,1,0.000807754,0.028421021,0,0,1,2,0.001615509,0.056842042,0,0,2,335,0.270597738,1.182036716,0,0,18,534,0.431340872,0.894456101,0,0,6,6173,4.986268174,15.1579335,2,0,418,7172,5.793214863,11.54391506,2,0,175,551,0.445072698,1.755869,0,0,36,348,0.281098546,1.138073975,0,0,21,4099,3.31098546,13.82940497,0,0,217,60,0.048465267,0.315449768,0,0,4,33622,27.15831987,37.71019741,16,0,545,0,0,0,0,0,0,4682,3.7819063,17.56818601,0,0,307,158,0.127625202,0.70901073,0,0,13,416,0.336025848,1.312896434,0,0,28,1988,1.605815832,4.868491914,0,0,104,37191,30.04119548,167.4527139,1,-1,1034,-130,-0.170603675,0.376409349,0,-1,0,3543,2.86187399,5.84918103,2,0,102,729,0.588852989,1.232714329,0,0,13,1366,1.103392569,4.656057654,0,0,86,758,0.612277868,4.962420897,0,0,112,5449,4.401453958,18.78042888,1,0,307,510,0.411954766,0.950642496,0,0,7,1546,1.248788368,0.65170207,1,0,7,4071,3.288368336,6.644333872,2,0,112,336,0.271405493,1.881881391,0,0,57,13,0.010500808,0.147365684,0,0,3,32369,26.14620355,62.33216454,11,0,1371,170,0.137318255,2.47128307,0,0,78,4586,3.704361874,4.317417531,2,0,43,4051,3.272213247,10.14587476,1,0,181,141,0.113893376,0.707358845,0,0,13,-130,-0.170603675,0.376409349,0,-1,0,118,0.095315024,0.431905431,0,0,6,42,0.033925687,0.301672944,0,0,6,184,0.148626817,0.890374589,0,0,19,719,0.580775444,4.244490695,0,0,134
prop-types,15.5.8,3,"Apr, 2017",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
qdox,2.0-M10,18,"Jan, 2019",351,30,0.085959885,0.794053335,0,0,10,198,0.567335244,6.95504192,0,0,129,19471,55.79083095,288.5830013,2,0,3728,2170,6.217765043,12.2389347,3,0,108,322,0.922636103,1.840563987,0,0,15,9,0.025787966,0.2442906,0,0,4,0,0,0,0,0,0,1,0.00286533,0.053528773,0,0,1,65,0.186246418,1.488359027,0,0,26,139,0.398280802,0.949347883,0,0,5,3670,10.51575931,21.26753255,4,0,166,3433,9.836676218,20.55548215,3,0,186,91,0.260744986,0.939662764,0,0,7,368,1.054441261,4.850040175,0,0,56,874,2.504297994,20.68060641,0,0,366,3,0.008595989,0.092447749,0,0,1,11473,32.8739255,45.43457,18,0,538,0,0,0,0,0,0,5841,16.73638968,72.63908078,0,0,902,26,0.074498567,0.55724857,0,0,7,532,1.524355301,6.504428858,0,0,88,1051,3.011461318,8.403945802,1,0,92,23001,65.90544413,249.1393339,1,-1,1025,-28,-0.093333333,0.291385037,0,-1,0,2645,7.578796562,13.05878432,3,0,110,306,0.876790831,1.774420745,0,0,15,1768,5.065902579,31.16223235,0,0,469,48,0.137535817,0.939855517,0,0,11,3377,9.676217765,31.1542516,1,0,348,53,0.151862464,0.618097027,0,0,6,560,1.604584527,0.911977554,1,0,7,2733,7.830945559,13.51872114,3,0,115,170,0.487106017,2.203179506,0,0,26,3,0.008595989,0.119556316,0,0,2,19902,57.02578797,160.3527251,16,0,2160,0,0,0,0,0,0,1848,5.29512894,8.059869676,4,0,91,3051,8.742120344,29.46275609,1,0,348,104,0.297994269,1.062701767,0,0,10,-28,-0.093333333,0.291385037,0,-1,0,10,0.028653295,0.311251954,0,0,4,59,0.169054441,1.256049486,0,0,18,35,0.100286533,0.518313942,0,0,5,317,0.908309456,4.934358167,0,0,77
