project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
jnr-ffi,2.1.9,26,"Sep, 2018",239,321,1.343096234,2.256518204,0,0,23,1363,5.70292887,9.421035811,2,0,82,277,1.158995816,14.81254836,0,0,229,710,2.970711297,14.86194098,1,0,229,942,3.941422594,19.62025834,1,0,230,-30,-0.133333333,0.340692572,0,-1,0,85,0.355648536,3.473047408,0,0,52,2120,8.870292887,17.21209501,5,0,222,21121,88.37238494,154.392818,46,0,1568,1641,6.866108787,16.77279153,3,0,221,229,0.958158996,1.13681996,0,0,5,49,0.205020921,1.524249333,0,0,19,293,1.225941423,3.336706449,0,0,27,236,0.987447699,3.542634887,0,0,47,13,0.054393305,0.306051617,0,0,2,699,2.924686192,6.927185622,1,0,57,10,0.041841004,0.238883871,0,0,2,2279,9.535564854,19.65644502,4,0,229,217,0.907949791,2.629802446,0,0,25,230,0.962343096,4.143771821,0,0,41,462,1.933054393,14.81211871,0,0,229,0,0,0,0,0,0,2136,8.937238494,9.129336446,6,0,59,9,0.037656904,0.347022678,0,0,4,464,1.941422594,3.923201786,1,0,35,80,0.334728033,2.176287176,0,0,30,3279,13.71966527,17.95444955,6,0,105,1361,5.694560669,9.014158548,2,0,57,10077,42.16317992,40.34799444,30,0,291,4268,17.85774059,27.72987674,8,0,247,81,0.338912134,1.079892846,0,0,9,423,1.769874477,8.051917433,0,0,86,39633,165.8284519,368.485305,16,0,1025,2024,8.468619247,26.55132295,2,0,229,1952,8.167364017,16.95834063,4,0,221,99,0.414225941,1.076860578,0,0,8,653,2.732217573,9.009066844,0,0,77,638,2.669456067,14.87325825,1,0,229,2618,10.9539749,21.02564398,4,0,229,0,0,0,0,0,0,34359,143.7615063,1595.79041,3,0,24523,182,0.761506276,1.55218179,0,0,17,1029,4.305439331,10.9657034,0,0,111,-30,-0.133333333,0.340692572,0,-1,0
jnr-unixsocket,0.15,20,"Dec, 2016",27,47,1.740740741,1.852079758,1,0,6,148,5.481481481,5.535690982,4,0,26,9,0.333333333,1.20894105,0,0,6,66,2.444444444,1.887883091,2,0,6,55,2.037037037,1.786304339,1,0,6,-1,-0.041666667,0.204124145,0,-1,0,2,0.074074074,0.384900179,0,0,2,248,9.185185185,8.624816774,6,0,28,2177,80.62962963,59.57293406,61,0,222,166,6.148148148,7.764335148,4,0,27,40,1.481481481,1.014144974,2,0,4,4,0.148148148,0.362013993,0,0,1,14,0.518518519,0.93522397,0,0,3,18,0.666666667,1.441153384,0,0,6,0,0,0,0,0,0,85,3.148148148,4.016348358,1,0,15,5,0.185185185,0.622466375,0,0,3,239,8.851851852,4.912336932,9,0,18,59,2.185185185,3.150543751,1,0,11,27,1,2,0,0,8,24,0.888888889,1.527525232,0,0,6,0,0,0,0,0,0,157,5.814814815,3.782927611,5,0,16,1,0.037037037,0.19245009,0,0,1,38,1.407407407,3.775011556,0,0,19,6,0.222222222,0.640512615,0,0,2,518,19.18518519,11.38162161,19,0,45,189,7,9.072358696,5,0,35,1624,60.14814815,34.96999121,47,0,161,475,17.59259259,16.48136304,10,0,53,39,1.444444444,3.105000103,0,0,11,16,0.592592593,1.009922284,0,0,3,3189,118.1111111,326.684314,1,0,1025,135,5,5.083911274,4,0,21,235,8.703703704,8.351945028,6,0,27,10,0.37037037,0.926039879,0,0,3,32,1.185185185,1.942184279,1,0,9,38,1.407407407,1.421246995,1,0,6,286,10.59259259,6.15354344,11,0,22,0,0,0,0,0,0,928,34.37037037,84.48766325,3,0,326,17,0.62962963,1.275453106,0,0,6,180,6.666666667,6.516251872,6,0,26,-1,-0.041666667,0.204124145,0,-1,0
joda-time,2.9.9,1575,"Mar, 2017",305,1424,4.668852459,5.436098306,2,0,39,10410,34.13114754,54.22039436,14,0,380,137,0.449180328,2.719001301,0,0,40,1731,5.675409836,6.187015684,4,0,40,872,2.859016393,2.207148751,2,0,17,0,0,0,0,0,0,178,0.583606557,4.277433915,0,0,50,8568,28.09180328,24.53779506,19,0,131,82156,269.3639344,286.7040504,142,0,1625,7627,25.00655738,24.35050975,16,0,123,387,1.268852459,1.00648244,1,0,6,77,0.252459016,1.425289278,0,0,21,289,0.947540984,5.813765611,0,0,97,1096,3.593442623,7.732702872,1,0,62,2,0.006557377,0.080844336,0,0,1,1938,6.354098361,11.52482409,2,0,121,5,0.016393443,0.150853196,0,0,2,11285,37,48.92394742,19,0,297,243,0.796721311,3.465713985,0,0,41,89,0.291803279,2.496727798,0,0,37,1002,3.285245902,4.822570157,1,0,40,0,0,0,0,0,0,3943,12.92786885,8.579813578,12,0,78,1,0.003278689,0.057259833,0,0,1,740,2.426229508,4.674465268,2,0,58,373,1.22295082,1.742313329,1,0,23,10806,35.4295082,32.61168736,26,0,199,3642,11.94098361,18.93834679,4,0,142,39057,128.0557377,98.15646164,98,0,559,13391,43.90491803,38.37240659,32,0,203,1471,4.82295082,9.365818196,0,0,53,147,0.481967213,1.519771905,0,0,14,35967,117.9245902,321.8244724,1,0,1025,47713,156.4360656,307.6761103,23,0,2067,8263,27.09180328,24.46475913,18,0,125,168,0.550819672,1.488400651,0,0,15,4577,15.00655738,28.15429684,4,0,195,1062,3.481967213,4.617668734,2,0,40,15424,50.5704918,65.9989218,27,0,353,0,0,0,0,0,0,158503,519.6819672,995.7704075,106,0,6811,325,1.06557377,3.400216965,0,0,50,7655,25.09836066,62.90984174,4,0,502,0,0,0,0,0,0
jodd-http,6.0.1,0,"Sep, 2020",65,44,0.676923077,1.803708786,0,0,10,195,3,5.431390246,1,0,32,68,1.046153846,4.995093747,0,0,37,219,3.369230769,5.967540403,1,0,37,91,1.4,0.632455532,1,0,4,-2,-0.033898305,0.182520825,0,-1,0,6,0.092307692,0.522107416,0,0,4,539,8.292307692,11.91338936,5,0,72,5806,89.32307692,119.8591762,42,0,582,366,5.630769231,10.86503743,2,0,68,83,1.276923077,1.745598861,1,0,10,8,0.123076923,0.375320376,0,0,2,78,1.2,2.878801834,0,0,15,38,0.584615385,1.434968507,0,0,7,91,1.4,2.743173345,0,0,13,223,3.430769231,6.717442851,0,0,31,0,0,0,0,0,0,773,11.89230769,14.42775437,6,0,73,93,1.430769231,2.899187552,0,0,14,0,0,0,0,0,0,70,1.076923077,4.90633421,0,0,37,0,0,0,0,0,0,290,4.461538462,3.464448563,4,0,15,0,0,0,0,0,0,44,0.676923077,1.929278462,0,0,12,53,0.815384615,2.022469929,0,0,12,1061,16.32307692,20.05547595,9,0,99,430,6.615384615,13.89659615,1,0,76,3966,61.01538462,72.18389976,34,0,369,1084,16.67692308,25.94712634,6,0,138,53,0.815384615,1.657297383,0,0,9,8,0.123076923,0.414867912,0,0,2,4143,63.73846154,248.0698791,1,0,1025,541,8.323076923,11.47430239,3,0,46,514,7.907692308,11.54572848,5,0,70,16,0.246153846,1.262818886,0,0,10,137,2.107692308,6.430209651,0,0,50,91,1.4,4.968022746,0,0,37,1162,17.87692308,22.67674173,9,0,107,0,0,0,0,0,0,4743,72.96923077,301.5467402,3,0,2024,27,0.415384615,1.144174207,0,0,6,1026,15.78461538,32.95000584,3,0,178,-2,-0.033898305,0.182520825,0,-1,0
jodd-http,6.0.2,2,"Oct, 2020",65,44,0.676923077,1.803708786,0,0,10,195,3,5.431390246,1,0,32,68,1.046153846,4.995093747,0,0,37,219,3.369230769,5.967540403,1,0,37,91,1.4,0.632455532,1,0,4,-2,-0.033898305,0.182520825,0,-1,0,6,0.092307692,0.522107416,0,0,4,539,8.292307692,11.91338936,5,0,72,5806,89.32307692,119.8591762,42,0,582,366,5.630769231,10.86503743,2,0,68,83,1.276923077,1.745598861,1,0,10,8,0.123076923,0.375320376,0,0,2,78,1.2,2.878801834,0,0,15,38,0.584615385,1.434968507,0,0,7,91,1.4,2.743173345,0,0,13,223,3.430769231,6.717442851,0,0,31,0,0,0,0,0,0,773,11.89230769,14.42775437,6,0,73,93,1.430769231,2.899187552,0,0,14,0,0,0,0,0,0,70,1.076923077,4.90633421,0,0,37,0,0,0,0,0,0,290,4.461538462,3.464448563,4,0,15,0,0,0,0,0,0,44,0.676923077,1.929278462,0,0,12,53,0.815384615,2.022469929,0,0,12,1061,16.32307692,20.05547595,9,0,99,430,6.615384615,13.89659615,1,0,76,3966,61.01538462,72.18389976,34,0,369,1084,16.67692308,25.94712634,6,0,138,53,0.815384615,1.657297383,0,0,9,8,0.123076923,0.414867912,0,0,2,4143,63.73846154,248.0698791,1,0,1025,541,8.323076923,11.47430239,3,0,46,514,7.907692308,11.54572848,5,0,70,16,0.246153846,1.262818886,0,0,10,137,2.107692308,6.430209651,0,0,50,91,1.4,4.968022746,0,0,37,1162,17.87692308,22.67674173,9,0,107,0,0,0,0,0,0,4743,72.96923077,301.5467402,3,0,2024,27,0.415384615,1.144174207,0,0,6,1026,15.78461538,32.95000584,3,0,178,-2,-0.033898305,0.182520825,0,-1,0
joor,0.9.6,26,"Jul, 2016",13,7,0.538461538,0.877058019,0,0,2,175,13.46153846,41.10680273,0,0,148,21,1.615384615,1.980675875,1,0,6,29,2.230769231,2.278663576,2,0,6,19,1.461538462,0.967417922,1,0,4,-4,-0.333333333,0.492365964,0,-1,0,0,0,0,0,0,0,88,6.769230769,10.33726145,4,0,34,787,60.53846154,116.4371185,15,0,341,62,4.769230769,8.094790981,2,0,25,5,0.384615385,1.120897077,0,0,4,2,0.153846154,0.375533808,0,0,1,10,0.769230769,2.773500981,0,0,10,3,0.230769231,0.832050294,0,0,3,0,0,0,0,0,0,22,1.692307692,6.101702158,0,0,22,0,0,0,0,0,0,75,5.769230769,8.388025653,2,0,25,4,0.307692308,1.109400392,0,0,4,0,0,0,0,0,0,8,0.615384615,1.043907845,0,0,3,0,0,0,0,0,0,25,1.923076923,4.44337594,0,0,16,0,0,0,0,0,0,15,1.153846154,3.578783635,0,0,13,0,0,0,0,0,0,123,9.461538462,23.0058521,0,0,67,64,4.923076923,15.99198517,0,0,58,489,37.61538462,64.30855109,18,0,239,147,11.30769231,24.48940116,4,0,89,17,1.307692308,3.682947538,0,0,13,5,0.384615385,0.650443636,0,0,2,13,1,0,1,0,1,111,8.538461538,27.61827711,0,0,100,66,5.076923077,7.973513848,2,0,25,1,0.076923077,0.277350098,0,0,1,2,0.153846154,0.554700196,0,0,2,8,0.615384615,0.869718493,0,0,2,91,7,11.90938006,2,0,36,0,0,0,0,0,0,682,52.46153846,126.4598852,1,0,371,22,1.692307692,3.81629435,0,0,14,225,17.30769231,58.83080913,0,0,213,-4,-0.333333333,0.492365964,0,-1,0
jopt-simple,4.6,114,"Jan, 2014",171,93,0.543859649,1.189218855,0,0,7,801,4.684210526,11.44782213,1,0,114,13,0.076023392,0.343097447,0,0,3,115,0.67251462,1.282600343,0,0,7,314,1.83625731,1.02157665,2,0,5,0,0,0,0,0,0,10,0.058479532,0.33794539,0,0,3,942,5.50877193,6.430962256,3,0,42,5784,33.8245614,42.63530275,17,0,254,675,3.947368421,5.550053691,1,0,39,47,0.274853801,0.651161276,0,0,3,28,0.16374269,0.549947616,0,0,4,46,0.269005848,1.027921177,0,0,9,10,0.058479532,0.280914522,0,0,2,1,0.005847953,0.076471911,0,0,1,65,0.380116959,1.694788548,0,0,17,0,0,0,0,0,0,640,3.742690058,5.863485393,2,0,47,71,0.415204678,1.318467176,0,0,13,45,0.263157895,0.786495932,0,0,7,26,0.152046784,0.542579805,0,0,5,0,0,0,0,0,0,832,4.865497076,3.149142211,4,0,21,0,0,0,0,0,0,61,0.356725146,1.082588853,0,0,8,100,0.584795322,1.322921161,0,0,5,1540,9.005847953,10.54430266,7,0,63,308,1.801169591,3.818869378,0,0,23,6659,38.94152047,45.7289595,28,0,397,1155,6.754385965,9.364414561,4,0,73,7,0.040935673,0.331781735,0,0,4,4,0.023391813,0.151588311,0,0,1,9461,55.32748538,229.1918239,1,0,1025,164,0.959064327,2.710234904,0,0,26,848,4.959064327,5.723385182,3,0,39,8,0.046783626,0.417455394,0,0,5,44,0.257309942,0.705767678,0,0,5,76,0.444444444,0.927432326,0,0,5,672,3.929824561,6.234230881,2,0,47,0,0,0,0,0,0,3302,19.30994152,66.87427067,1,0,725,96,0.561403509,1.934372163,0,0,18,3091,18.07602339,44.34464035,5,0,299,0,0,0,0,0,0
jquery,1.11.1,0,"Oct, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jquery,1.12.3,1,"Apr, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jquery,3.4.1,9,"May, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jquery-dist,3.5.1,1,"May, 2020",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
