project,release,maven_reuse,maven_release,class_count,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max
jquery-ui,1.12.1,23,"Sep, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
js-yaml,2.0.5,1,"Jun, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
json,20160810,778,"Aug, 2016",17,17,1,1.870828693,0,0,7,153,9,12.489996,4,0,47,12,0.705882353,2.172691473,0,0,9,31,1.823529412,2.766660761,1,0,9,27,1.588235294,1.175735064,1,0,5,0,0,0,0,0,0,0,0,0,0,0,0,235,13.82352941,21.53844033,7,0,77,3155,185.5882353,230.3652152,111,0,916,222,13.05882353,21.0993797,6,0,74,53,3.117647059,2.117851297,3,0,7,0,0,0,0,0,0,88,5.176470588,5.162791083,3,0,18,63,3.705882353,7.735993035,0,0,30,2,0.117647059,0.48507125,0,0,2,226,13.29411765,14.60207479,7,0,47,0,0,0,0,0,0,312,18.35294118,22.77043362,8,0,95,2,0.117647059,0.48507125,0,0,2,2,0.117647059,0.48507125,0,0,2,16,0.941176471,2.135140166,0,0,9,0,0,0,0,0,0,65,3.823529412,2.297697057,4,0,8,0,0,0,0,0,0,53,3.117647059,4.284891378,1,0,12,0,0,0,0,0,0,437,25.70588235,32.05613184,19,0,134,326,19.17647059,31.08101369,9,0,116,2379,139.9411765,109.374626,122,0,455,968,56.94117647,75.42170658,24,0,304,48,2.823529412,6.578708974,0,0,24,2,0.117647059,0.332105582,0,0,1,17,1,0,1,0,1,237,13.94117647,18.80980658,9,0,73,225,13.23529412,21.44623922,6,0,76,0,0,0,0,0,0,76,4.470588235,6.965249879,3,0,27,20,1.176470588,2.157408576,1,0,9,463,27.23529412,30.87986685,20,0,124,0,0,0,0,0,0,4764,280.2352941,748.0571109,6,0,2716,11,0.647058824,1.169464432,0,0,4,306,18,20.11218536,15,0,74,0,0,0,0,0,0
json-smart,2.2,9,"Jul, 2015",98,63,0.642857143,1.54152154,0,0,10,351,3.581632653,6.962230164,2,0,47,87,0.887755102,2.72022836,0,0,16,204,2.081632653,4.290179314,1,0,24,179,1.826530612,0.837589942,2,0,5,-7,-0.078651685,0.270719542,0,-1,0,13,0.132653061,0.741101925,0,0,6,613,6.255102041,7.988795278,5,0,59,6177,63.03061224,86.61699722,33.5,0,546,514,5.244897959,7.084266326,3.5,0,53,106,1.081632653,1.49689348,1,0,9,35,0.357142857,2.42091403,0,0,18,65,0.663265306,1.81598786,0,0,11,198,2.020408163,6.120743153,0,0,47,31,0.316326531,2.236514864,0,0,21,298,3.040816327,6.464683386,0,0,32,1,0.010204082,0.101015254,0,0,1,764,7.795918367,9.416983105,5,0,50,3,0.030612245,0.224943596,0,0,2,0,0,0,0,0,0,95,0.969387755,2.789723711,0,0,16,0,0,0,0,0,0,429,4.37755102,3.931147903,4,0,25,0,0,0,0,0,0,118,1.204081633,4.777436624,0,0,41,56,0.571428571,2.075880139,0,0,17,859,8.765306122,11.77784135,5,0,63,637,6.5,16.03427386,0.5,0,114,3532,36.04081633,33.37074414,22,0,154,1593,16.25510204,32.77769899,6,0,259,46,0.469387755,2.284885711,0,0,22,37,0.37755102,1.214307372,0,0,7,6233,63.60204082,246.6530072,1,0,1025,501,5.112244898,12.73106652,1,0,79,576,5.87755102,7.422819797,4,0,53,23,0.234693878,1.023446979,0,0,9,129,1.316326531,3.399808784,0,0,22,82,0.836734694,2.599341223,0,0,14,1059,10.80612245,14.06440133,6,0,84,0,0,0,0,0,0,2475,25.25510204,87.96582176,3,0,792,40,0.408163265,1.441911208,0,0,8,762,7.775510204,13.26458008,3,0,88,-7,-0.078651685,0.270719542,0,-1,0
json4s-jackson,3.2.11,158,"Jul, 2017",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
json4s-native,3.2.11,153,"Jul, 2017",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
jsoup,1.11.3,369,"Apr, 2018",100,152,1.52,2.966070761,0,0,17,1721,17.21,31.0370567,7,0,228,20,0.2,0.492365964,0,0,2,225,2.25,3.983235069,1,0,21,257,2.57,5.599882755,1,0,54,-2,-0.022222222,0.148231354,0,-1,0,14,0.14,0.932250454,0,0,9,1629,16.29,22.1702754,8.5,0,128,14375,143.75,190.1115236,72,0,991,1266,12.66,20.4752721,5,0,128,154,1.54,3.019866878,1,0,28,17,0.17,0.620442983,0,0,5,241,2.41,4.818095101,0,0,31,90,0.9,2.245084417,0,0,13,8,0.08,0.614307527,0,0,6,371,3.71,6.877418766,0,0,31,0,0,0,0,0,0,2755,27.55,50.77647093,11.5,0,308,202,2.02,7.742027506,0,0,67,18,0.18,1.22581657,0,0,12,101,1.01,1.91482784,0,0,8,0,0,0,0,0,0,851,8.51,7.947421919,7,0,51,1,0.01,0.1,0,0,1,163,1.63,3.25872566,0,0,16,57,0.57,1.897659377,0,0,15,2440,24.4,27.38649671,14,0,142,796,7.96,16.51930001,1.5,0,113,14533,145.33,476.0155344,65,0,4763,2833,28.33,38.68574634,13,0,209,46,0.46,1.04851988,0,0,6,82,0.82,3.903844259,0,0,37,9436,94.36,294.0033505,1,0,1025,1380,13.8,30.93525334,4,0,194,1529,15.29,21.61008696,8,0,128,45,0.45,1.380784435,0,0,10,266,2.66,4.987296995,1,0,25,112,1.12,2.095112157,0,0,8,3094,30.94,53.2847923,13,0,323,0,0,0,0,0,0,31448,314.48,1087.312798,15,0,8128,104,1.04,2.326483452,0,0,19,4992,49.92,100.2015827,7,0,608,-2,-0.022222222,0.148231354,0,-1,0
junit,4.12,52832,"Dec, 2014",335,339,1.011940299,1.518303732,0,0,8,2499,7.459701493,14.50616284,2,0,152,56,0.167164179,0.595991616,0,0,6,439,1.310447761,1.663012051,1,0,9,730,2.179104478,1.564246611,2,0,13,-9,-0.032490975,0.177620965,0,-1,0,27,0.080597015,0.453937796,0,0,5,2307,6.886567164,8.528867773,4,0,78,19699,58.80298507,67.34603192,35,0,476,1802,5.379104478,7.53094489,3,0,78,223,0.665671642,0.954904177,0,0,5,103,0.307462687,1.004974667,0,0,10,165,0.492537313,1.220743053,0,0,9,69,0.205970149,1.503277915,0,0,26,17,0.050746269,0.355189557,0,0,4,254,0.758208955,2.203301093,0,0,18,20,0.059701493,0.751855928,0,0,13,1857,5.543283582,7.442619297,3,0,49,59,0.176119403,0.714706412,0,0,8,6,0.017910448,0.172099899,0,0,2,160,0.47761194,1.060423158,0,0,8,0,0,0,0,0,0,2475,7.388059701,8.241771843,6,0,107,41,0.12238806,1.049639359,0,0,14,341,1.017910448,4.859675372,0,0,66,176,0.525373134,1.993653349,0,0,23,3353,10.00895522,11.04251082,7,0,67,875,2.611940299,4.897008814,1,0,30,15760,47.04477612,44.32313059,33,0,260,3156,9.420895522,12.71870396,5,0,108,163,0.486567164,2.03979096,0,0,30,655,1.955223881,4.724863638,0,0,47,22026,65.74925373,248.4483159,1,0,1025,1077,3.214925373,8.2492107,1,0,111,2038,6.08358209,7.90544035,4,0,78,27,0.080597015,0.479595265,0,0,5,214,0.63880597,1.932464161,0,0,19,246,0.734328358,1.317040804,0,0,8,2031,6.062686567,8.12950632,3,0,55,0,0,0,0,0,0,14880,44.41791045,223.7211126,3,0,3003,270,0.805970149,1.759821081,0,0,11,1561,4.659701493,9.134917868,1,0,85,-9,-0.032490975,0.177620965,0,-1,0
junit-benchmarks,0.7.2,101,"Aug, 2013",47,74,1.574468085,1.778429704,1,0,8,191,4.063829787,5.014779267,2,0,25,44,0.936170213,1.881306846,0,0,11,141,3,2.662133829,3,0,12,65,1.382978723,0.873603021,1,0,5,-1,-0.024390244,0.156173762,0,-1,0,9,0.191489362,1.312784923,0,0,9,227,4.829787234,4.617166216,4,0,29,2038,43.36170213,47.00112188,29,0,233,163,3.468085106,2.677207044,3,0,15,52,1.106382979,1.005075004,1,0,3,6,0.127659574,0.337318149,0,0,1,48,1.021276596,1.580992557,0,0,7,9,0.191489362,0.537235187,0,0,3,1,0.021276596,0.145864991,0,0,1,40,0.85106383,1.573955463,0,0,6,4,0.085106383,0.458247476,0,0,3,325,6.914893617,8.25103363,5,0,40,8,0.170212766,0.789032124,0,0,5,0,0,0,0,0,0,73,1.553191489,2.124479585,1,0,12,0,0,0,0,0,0,289,6.14893617,3.665222713,6,0,14,1,0.021276596,0.145864991,0,0,1,59,1.255319149,1.495908697,1,0,8,28,0.595744681,2.112690171,0,0,10,546,11.61702128,12.61909042,7,0,59,87,1.85106383,3.349099317,0,0,15,2163,46.0212766,38.27332444,33,0,179,409,8.70212766,9.795551106,6,0,55,15,0.319148936,0.810431527,0,0,5,15,0.319148936,0.934981585,0,0,4,3353,71.34042553,251.8165547,1,0,1025,222,4.723404255,7.186043622,3,0,44,202,4.29787234,4.257550294,3,0,26,22,0.468085106,0.996756999,0,0,4,99,2.106382979,3.094413217,1,0,15,61,1.29787234,2.244944984,0,0,11,387,8.234042553,11.14374999,5,0,63,0,0,0,0,0,0,749,15.93617021,54.18743808,4,0,362,28,0.595744681,1.056235614,0,0,4,297,6.319148936,10.87499402,2,0,56,-1,-0.024390244,0.156173762,0,-1,0
junit-interface,0.11,1212,"Aug, 2014",21,51,2.428571429,2.820840807,2,0,11,68,3.238095238,5.374986157,1,0,21,12,0.571428571,2.618614683,0,0,12,68,3.238095238,5.038896327,2,0,23,35,1.666666667,1.316561177,1,0,7,0,0,0,0,0,0,1,0.047619048,0.21821789,0,0,1,124,5.904761905,5.430513437,3,0,21,942,44.85714286,49.42396758,23,0,154,63,3,2.569046516,2,0,10,30,1.428571429,1.599106894,1,0,6,6,0.285714286,1.10194633,0,0,5,24,1.142857143,2.264634944,0,0,9,8,0.380952381,0.973457265,0,0,4,4,0.19047619,0.872871561,0,0,4,34,1.619047619,2.616795569,0,0,8,1,0.047619048,0.21821789,0,0,1,131,6.238095238,7.595424688,3,0,27,29,1.380952381,2.654735212,0,0,9,0,0,0,0,0,0,27,1.285714286,5.001428367,0,0,23,0,0,0,0,0,0,86,4.095238095,3.819748184,4,0,15,13,0.619047619,2.01186954,0,0,8,23,1.095238095,3.064388388,0,0,14,1,0.047619048,0.21821789,0,0,1,184,8.761904762,11.13510109,3,0,33,106,5.047619048,7.338093693,3,0,33,647,30.80952381,27.53292401,23,0,117,251,11.95238095,15.07473446,7,0,54,7,0.333333333,0.577350269,0,0,2,3,0.142857143,0.654653671,0,0,3,2189,104.2380952,306.0375638,1,0,1025,38,1.80952381,3.473025304,0,0,12,93,4.428571429,3.279808357,3,0,11,1,0.047619048,0.21821789,0,0,1,27,1.285714286,2.512824251,0,0,9,65,3.095238095,5.048809383,2,0,23,134,6.380952381,7.716710377,3,0,27,0,0,0,0,0,0,383,18.23809524,44.62387787,3,0,204,31,1.476190476,2.600366275,0,0,10,75,3.571428571,3.722518349,2,0,11,0,0,0,0,0,0
kotlin,1.3.50,,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
