project,release,maven_reuse,maven_release,class_count,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max
animated-gif,0.12.0,20,"Jul, 2016",1009,6370,6.32571996,7.053132903,4,0,50,3035,3.013902681,7.120226095,0,0,91,230,0.228401192,0.774511791,0,0,9,1463,1.452830189,5.636037608,0,0,110,47772,47.43992056,74.29644905,17,0,756,-29,-0.043413174,0.203938058,0,-1,0,184,0.182720953,1.129039839,0,0,16,675,0.670307845,3.135213679,0,0,78,0,0,0,0,0,0,7884,7.829195631,36.59097192,0,0,676,20793,20.64846077,81.02596076,0,0,1252,1302,1.292949355,2.799918335,0,0,25,328,0.32571996,1.226433455,0,0,17,1954,1.94041708,3.833049882,0,0,37,2775,2.75571003,5.459038201,1,0,54,2684,2.665342602,4.82560892,1,0,37,6170,6.127110228,12.17645815,2,0,149,269,0.267130089,0.972352401,0,0,14,34362,34.12313803,179.7270261,1,-1,1033,629,0.624627607,1.89330442,0,0,25,504,0.500496524,1.841035924,0,0,25,45747,45.42899702,47.35510151,31,0,440,361,0.358490566,1.341931527,0,0,19,221,0.219463754,1.250247892,0,0,17,53,0.052631579,0.76074838,0,0,15,151,0.149950348,0.644873882,0,0,12,7147,7.097318769,14.06349075,2,0,150,4928,4.893743793,6.397659751,3,0,76,1132,1.124131082,3.19689891,0,0,32,650,0.645481629,0.931253746,0,0,5,46,0.045680238,0.348097226,0,0,5,0,0,0,0,0,0,-29,-0.043413174,0.203938058,0,-1,0,9177,9.113207547,14.13872952,3,0,109,5834,5.793445879,7.718264513,3,0,78,1,0.000993049,0.031512675,0,0,1,334,0.331678252,1.092728298,0,0,11,1421,1.411122145,1.012739642,1,0,14,173,0.171797418,0.886882004,0,0,12,4099,4.070506455,6.138882534,2,0,76,448,0.444885799,1.628123596,0,0,19,926,0.919563059,2.535725769,0,0,26,8924,8.861966236,13.56538592,4,0,151,1099,1.091360477,3.798816761,0,0,51
archaius-core,0.7.4,49,"Feb, 2016",206,859,4.169902913,4.225966997,3,0,23,602,2.922330097,6.683345621,1,0,53,58,0.281553398,0.795321389,0,0,7,1588,7.708737864,16.80861049,1,0,100,8576,41.63106796,60.61602304,20,0,402,-5,-0.040322581,0.197512727,0,-1,0,78,0.378640777,1.022827309,0,0,7,120,0.582524272,2.050695405,0,0,20,0,0,0,0,0,0,483,2.344660194,6.336317745,0,0,44,2625,12.74271845,43.0979239,0,0,415,172,0.834951456,2.081730459,0,0,15,125,0.606796117,2.091971279,0,0,18,211,1.024271845,2.133219988,0,0,18,426,2.067961165,5.053397091,0,0,38,331,1.606796117,3.141500718,0,0,23,1021,4.95631068,8.710690599,1,0,60,85,0.412621359,0.915788836,0,0,5,10450,50.72815534,220.8185082,1,-1,1033,171,0.830097087,2.233943683,0,0,15,39,0.189320388,0.986782169,0,0,8,8447,41.00485437,49.50816612,25.5,0,388,77,0.373786408,0.900456379,0,0,6,23,0.111650485,0.634119473,0,0,7,15,0.072815534,0.600437917,0,0,8,24,0.116504854,0.563974932,0,0,7,1255,6.09223301,10.77378199,2,0,81,900,4.368932039,5.92553843,2,0,44,291,1.412621359,3.872307678,0,0,27,150,0.72815534,1.05640139,0,0,5,13,0.063106796,0.297793607,0,0,2,0,0,0,0,0,0,-5,-0.040322581,0.197512727,0,-1,0,1869,9.072815534,12.08464209,5,0,72,964,4.67961165,6.472777656,2,0,45,30,0.145631068,0.770274161,0,0,8,86,0.417475728,3.013868017,0,0,42,274,1.330097087,0.770028185,1,0,7,66,0.32038835,1.278059445,0,0,14,779,3.781553398,5.540612761,2,0,44,39,0.189320388,0.710947512,0,0,6,69,0.334951456,0.96243682,0,0,7,1639,7.95631068,13.20986453,3,0,105,121,0.587378641,1.580254972,0,0,13
argonaut,6.1,77,"Apr, 2015",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
assertj-core,3.11.1,1694,"Aug, 2018",3754,26857,7.154235482,7.281623108,6,0,140,32715,8.714704315,20.02520027,2,0,515,198,0.05274374,0.742949226,0,0,27,20392,5.432072456,24.67451416,1,0,1031,97111,25.86867342,44.29821144,12,0,820,-60,-0.018826483,0.135933234,0,-1,0,7,0.001864678,0.071127622,0,0,3,1874,0.499200852,4.694972327,0,0,166,0,0,0,0,0,0,12550,3.343100693,13.5353411,0,0,421,130909,34.87187001,413.0845882,1,0,13861,1056,0.281299947,0.847709293,0,0,15,238,0.063399041,0.725044175,0,0,24,1916,0.510388918,1.10784029,0,0,22,7829,2.085508791,7.744754922,1,0,155,2607,0.694459243,1.327579988,0,0,22,10386,2.766648908,6.168207608,1,0,133,1494,0.397975493,1.151398854,0,0,15,151719,40.41529036,195.9704646,1,-1,1025,772,0.20564731,0.845867413,0,0,22,179,0.047682472,0.309914696,0,0,4,150411,40.06686201,45.23415769,30,0,794,2708,0.721363879,1.176706443,0,0,35,5,0.001331913,0.081606146,0,0,5,318,0.084709643,0.580586162,0,0,14,171,0.045551412,0.368348989,0,0,9,10651,2.837240277,6.069750751,1,0,121,17788,4.73841236,8.552016682,3,0,167,737,0.196323921,1.237601368,0,0,31,1135,0.302344166,0.568710606,0,0,6,39,0.010388918,0.148349865,0,0,4,3968,1.05700586,3.144440098,0,0,80,-60,-0.018826483,0.135933234,0,-1,0,34899,9.296483751,15.80161966,6,0,444,18752,4.995205115,8.911291419,3,0,167,73,0.019445924,0.489043408,0,0,17,171,0.045551412,0.373378262,0,0,8,9048,2.410229089,1.260209804,2,0,7,194,0.05167821,0.336109315,0,0,8,14479,3.856952584,7.952935491,2,0,166,595,0.158497603,3.251624199,0,0,166,970,0.25839105,1.178834648,0,0,30,22463,5.983750666,11.68094375,3,0,190,1051,0.279968034,1.082864819,0,0,26
async-http-client,1.9.40,78,"Oct, 2016",845,4507,5.333727811,6.238153584,4,0,70,1810,2.142011834,9.968015115,0,0,176,206,0.243786982,1.643520915,0,0,42,5448,6.447337278,49.53574642,0,0,1050,43559,51.54911243,157.0400046,16,0,3449,-13,-0.025793651,0.158676701,0,-1,0,188,0.222485207,0.962675959,0,0,13,285,0.337278107,1.971622056,0,0,25,0,0,0,0,0,0,3289,3.892307692,18.62307594,0,0,331,20208,23.9147929,122.3365718,0,0,1770,867,1.026035503,3.135076592,0,0,55,579,0.685207101,2.945046667,0,0,54,907,1.073372781,3.446863209,0,0,44,2544,3.010650888,7.198514208,1,0,86,1416,1.675739645,4.578068554,0,0,64,5852,6.925443787,21.72246045,1,0,376,667,0.789349112,2.967538463,0,0,65,91790,108.6272189,308.8873887,1,-1,1033,357,0.422485207,2.37187629,0,0,51,75,0.088757396,0.621821963,0,0,10,33446,39.58106509,73.45049996,20,0,1114,145,0.171597633,0.823325777,0,0,12,12,0.014201183,0.187997636,0,0,4,137,0.162130178,1.57993497,0,0,33,222,0.262721893,2.401045324,0,0,67,7630,9.029585799,31.03961428,1,0,543,3631,4.29704142,7.228370465,2,0,82,2038,2.41183432,14.18574654,0,0,313,909,1.075739645,1.500849942,1,0,13,48,0.056804734,0.420552239,0,0,7,0,0,0,0,0,0,-13,-0.025793651,0.158676701,0,-1,0,8064,9.543195266,16.38913904,4,0,146,4019,4.756213018,8.102116326,2,0,91,248,0.293491124,1.576341,0,0,21,1583,1.873372781,15.50636052,0,0,361,1609,1.904142012,4.002847846,1,0,114,297,0.35147929,1.619128346,0,0,22,3042,3.6,6.586356716,2,0,69,425,0.50295858,2.012768072,0,0,26,407,0.481656805,2.108144239,0,0,31,8584,10.15857988,32.7325213,3,0,582,1173,1.38816568,8.148988951,0,0,182
aws-android-sdk-core,2.16.12,42,"Apr, 2020",12678,65427,5.170868569,15.72393281,3,0,829,18985,1.50043468,6.664722836,0,0,399,1826,0.144313602,4.301846938,0,0,408,73177,5.783371532,14.63487324,3,0,792,596218,47.12068284,109.6221028,30,0,5196,-112,-0.012317167,0.110303184,0,-1,0,1268,0.100213388,1.026018206,0,0,34,4549,0.359519482,1.044517546,0,0,41,0,0,0,0,0,0,26283,2.07721489,6.463555514,0,0,410,763699,60.3571485,987.3311659,0,0,83028,4769,0.376906662,1.812276175,0,0,67,5357,0.423377855,1.084588852,0,0,35,19257,1.521931558,2.587073034,1,0,64,82663,6.53307516,11.80029113,2,0,409,20810,1.644669248,3.03179527,1,0,79,72487,5.728839011,18.2382896,4,0,1219,4506,0.356121078,5.204400288,0,0,413,120721,9.540899391,92.49422404,1,-1,1034,6420,0.507389552,1.656585147,0,0,68,845,0.066782581,1.217708698,0,0,68,655963,51.84248795,69.85633211,30,0,1453,669,0.052872836,0.584580834,0,0,20,177,0.013988777,0.242256619,0,0,10,303,0.02394689,0.356696484,0,0,13,457,0.036117917,0.543295738,0,0,38,104407,8.251560895,24.71807569,4,0,1608,73765,5.829842725,11.39598749,2,0,419,88339,6.981664427,13.39098602,2,0,245,14644,1.157353987,0.994042808,1,0,8,85,0.006717774,0.165473145,0,0,10,0,0,0,0,0,0,-112,-0.012317167,0.110303184,0,-1,0,123928,9.794357069,19.39223348,7,0,972,75529,5.969256303,11.62287121,2,0,419,172,0.013593614,0.315534902,0,0,17,20263,1.601438394,4.094086459,0,0,77,18750,1.481862009,1.233845577,1,0,59,405,0.032008219,0.441310227,0,0,22,69948,5.528175136,10.83946901,2,0,419,2777,0.219473643,3.525431763,0,0,206,2135,0.168734687,1.149053943,0,0,49,176410,13.94214811,21.43036362,7,0,514,35313,2.790879633,6.3222596,0,0,111
base64,2.3.8,127,"Mar, 2010",5,16,3.2,2.167948339,3,0,6,44,8.8,13.57203006,3,0,33,1,0.2,0.447213595,0,0,1,24,4.8,8.555699854,2,0,20,1055,211,331.1910325,92,0,799,0,0,0,0,0,0,0,0,0,0,0,0,27,5.4,12.07476708,0,0,27,0,0,0,0,0,0,1019,203.8,415.1670748,19,0,946,249,49.8,107.4578987,3,0,242,21,4.2,8.843076388,0,0,20,17,3.4,3.130495168,4,0,8,33,6.6,5.272570531,9,0,12,47,9.4,14.50172404,2,0,35,41,8.2,7.886697661,9,0,20,138,27.6,36.59644792,14,0,92,34,6.8,15.20526225,0,0,34,19,3.8,4.816637832,1,-1,9,22,4.4,8.76356092,0,0,20,8,1.6,3.577708764,0,0,8,979,195.8,282.9747339,109,0,693,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.4,0.894427191,0,0,2,230,46,63.47440429,23,0,158,36,7.2,8.757853618,4,0,22,31,6.2,10.03493896,3,0,24,14,2.8,1.788854382,3,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,15,17.20465053,9,0,45,44,8.8,11.0317723,4,0,28,2,0.4,0.894427191,0,0,2,68,13.6,28.1921975,2,0,64,14,2.8,1.483239697,3,0,5,0,0,0,0,0,0,36,7.2,8.757853618,4,0,22,0,0,0,0,0,0,8,1.6,2.607680962,0,0,6,190,38,51.54124562,25,0,128,77,15.4,33.32116445,1,0,75
butterknife,8.8.1,154,"Aug, 2017",165,506,3.12345679,5.441690265,2,0,54,158,0.975308642,3.68807145,0,0,31,9,0.055555556,0.356832163,0,0,4,5690,35.12345679,104.9995425,0,0,755,4500,27.77777778,94.43759647,8,0,1021,-54,-0.446280992,0.49917287,0,-1,0,5,0.030864198,0.392837101,0,0,5,60,0.37037037,2.248226047,0,0,24,0,0,0,0,0,0,193,1.191358025,2.699284356,1,0,20,2356,14.54320988,84.46235508,0,0,946,165,1.018518519,2.478409183,0,0,21,81,0.5,3.444772798,0,0,37,123,0.759259259,2.395144041,0,0,20,222,1.37037037,5.961458916,0,0,56,237,1.462962963,2.923749165,1,0,24,899,5.549382716,18.86534582,1,0,215,28,0.172839506,1.455681723,0,0,18,2864,17.67901235,80.37904414,10,-1,1025,108,0.666666667,1.737421521,0,0,17,48,0.296296296,0.471404521,0,0,2,4214,26.01234568,38.63927581,10,0,297,6,0.037037037,0.246437698,0,0,2,1,0.00617284,0.07856742,0,0,1,0,0,0,0,0,0,64,0.395061728,2.098085565,0,0,16,959,5.919753086,24.01241356,1,0,285,365,2.25308642,3.70547979,1,0,25,97,0.598765432,3.868104767,0,0,46,57,0.351851852,1.006020524,0,0,7,1,0.00617284,0.07856742,0,0,1,0,0,0,0,0,0,-54,-0.446280992,0.49917287,0,-1,0,1016,6.271604938,20.12199584,1,0,215,449,2.771604938,5.527205095,1,0,45,1,0.00617284,0.07856742,0,0,1,19,0.117283951,0.60418625,0,0,5,205,1.265432099,0.80982484,1,0,6,66,0.407407407,1.182457466,0,0,10,297,1.833333333,3.658139907,1,0,25,62,0.382716049,0.926730729,0,0,7,84,0.518518519,3.634244002,0,0,39,867,5.351851852,21.45903861,1,0,224,314,1.938271605,5.633408948,0,0,47
c3p0,0.9.5.5,47,"Dec, 2019",222,694,3.126126126,3.769650456,2,0,23,675,3.040540541,8.043050212,0,0,64,24,0.108108108,0.491582565,0,0,5,2131,9.599099099,24.4545307,1,0,227,17443,78.57207207,151.9386687,28,0,1212,-4,-0.024691358,0.155663967,0,-1,0,363,1.635135135,5.473691065,0,0,54,315,1.418918919,4.762238599,0,0,45,0,0,0,0,0,0,588,2.648648649,5.968467138,0,0,56,32321,145.5900901,679.6389902,1,0,6089,347,1.563063063,4.703237124,0,0,44,151,0.68018018,2.009359089,0,0,19,124,0.558558559,3.12249084,0,0,44,1162,5.234234234,12.83127892,1,0,96,604,2.720720721,6.900942517,1,0,54,1876,8.45045045,16.92984659,3,0,127,340,1.531531532,3.813099165,0,0,33,20099,90.53603604,278.5823453,8,-1,1036,298,1.342342342,4.005641938,0,0,44,50,0.225225225,1.64322101,0,0,23,13234,59.61261261,69.59432171,32,0,427,55,0.247747748,0.822131304,0,0,6,215,0.968468468,4.160131437,0,0,39,2,0.009009009,0.094700814,0,0,1,65,0.292792793,1.290354872,0,0,9,2503,11.27477477,22.3382308,3,0,172,1957,8.815315315,17.99615695,3,0,105,560,2.522522523,6.182513432,0,0,47,365,1.644144144,1.8481829,1,0,10,55,0.247747748,2.232396065,0,0,31,0,0,0,0,0,0,-4,-0.024691358,0.155663967,0,-1,0,3074,13.84684685,23.42087795,6,0,151,2255,10.15765766,20.08955988,4,0,111,12,0.054054054,0.310825433,0,0,3,220,0.990990991,2.852308727,0,0,25,355,1.599099099,1.152058594,1,0,10,428,1.927927928,5.252384439,0,0,50,1673,7.536036036,17.92836572,1,0,102,205,0.923423423,2.339604134,0,0,20,322,1.45045045,5.406111405,0,0,61,4223,19.02252252,36.73735122,7,0,324,550,2.477477477,6.428650305,0,0,72
caffeine,2.6.2,600,"Feb, 2018",908,4098,4.513215859,5.05131784,3,0,45,3715,4.091409692,15.04185315,0,0,170,183,0.20154185,1.428994852,0,0,32,3294,3.627753304,12.08214171,0,0,179,48402,53.3061674,143.6689847,16,0,2513,-82,-0.118668596,0.323632407,0,-1,0,39,0.042951542,0.408461887,0,0,7,364,0.400881057,1.399353802,0,0,15,0,0,0,0,0,0,6227,6.857929515,33.88577142,0,0,637,62102,68.39427313,623.5656307,0,0,15576,1085,1.194933921,2.801105605,0,0,37,602,0.662995595,2.581179583,0,0,37,653,0.719162996,2.108780029,0,0,20,2547,2.805066079,7.352706279,1,0,144,1650,1.817180617,3.61511771,0,0,37,6696,7.374449339,20.58811935,1,0,254,399,0.439427313,2.477165508,0,0,41,71434,78.67180617,254.9674649,16,-1,1032,396,0.436123348,2.002009782,0,0,37,114,0.125550661,1.550220394,0,0,37,34508,38.00440529,55.90849334,23,0,642,225,0.247797357,1.525688015,0,0,40,6,0.00660793,0.140719338,0,0,4,36,0.039647577,0.47954026,0,0,11,310,0.341409692,1.56454762,0,0,33,6661,7.335903084,21.48475908,1,0,352,4624,5.092511013,11.47895966,2,0,177,1314,1.447136564,6.546118518,0,0,137,640,0.704845815,1.041000006,0,0,7,49,0.053964758,0.440951821,0,0,11,778,0.856828194,4.403490104,0,0,79,-82,-0.118668596,0.323632407,0,-1,0,9292,10.23348018,19.71166194,3,0,268,5138,5.658590308,11.75663565,3,0,177,50,0.055066079,0.442064287,0,0,7,1070,1.178414097,5.78282986,0,0,128,1524,1.678414097,1.713844308,1,0,22,847,0.932819383,2.534633746,0,0,37,3719,4.095814978,10.44102797,2,0,177,671,0.738986784,2.697366895,0,0,49,523,0.575991189,1.795423745,0,0,17,8781,9.670704846,23.96534941,4,0,449,1271,1.399779736,4.61265695,0,0,67
casbah,3.1.1,26,"Dec, 2016",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
