project,release,maven_reuse,maven_release,class_count,cbo_sum,cbo_average,cbo_stdev,cbo_median,cbo_min,cbo_max,nosi_sum,nosi_average,nosi_stdev,nosi_median,nosi_min,nosi_max,anonymousClassesQty_sum,anonymousClassesQty_average,anonymousClassesQty_stdev,anonymousClassesQty_median,anonymousClassesQty_min,anonymousClassesQty_max,stringLiteralsQty_sum,stringLiteralsQty_average,stringLiteralsQty_stdev,stringLiteralsQty_median,stringLiteralsQty_min,stringLiteralsQty_max,loc_sum,loc_average,loc_stdev,loc_median,loc_min,loc_max,lcc_sum,lcc_average,lcc_stdev,lcc_median,lcc_min,lcc_max,logStatementsQty_sum,logStatementsQty_average,logStatementsQty_stdev,logStatementsQty_median,logStatementsQty_min,logStatementsQty_max,staticMethodsQty_sum,staticMethodsQty_average,staticMethodsQty_stdev,staticMethodsQty_median,staticMethodsQty_min,staticMethodsQty_max,synchronizedFieldsQty_sum,synchronizedFieldsQty_average,synchronizedFieldsQty_stdev,synchronizedFieldsQty_median,synchronizedFieldsQty_min,synchronizedFieldsQty_max,numbersQty_sum,numbersQty_average,numbersQty_stdev,numbersQty_median,numbersQty_min,numbersQty_max,lcom_sum,lcom_average,lcom_stdev,lcom_median,lcom_min,lcom_max,finalFieldsQty_sum,finalFieldsQty_average,finalFieldsQty_stdev,finalFieldsQty_median,finalFieldsQty_min,finalFieldsQty_max,loopQty_sum,loopQty_average,loopQty_stdev,loopQty_median,loopQty_min,loopQty_max,protectedFieldsQty_sum,protectedFieldsQty_average,protectedFieldsQty_stdev,protectedFieldsQty_median,protectedFieldsQty_min,protectedFieldsQty_max,returnQty_sum,returnQty_average,returnQty_stdev,returnQty_median,returnQty_min,returnQty_max,staticFieldsQty_sum,staticFieldsQty_average,staticFieldsQty_stdev,staticFieldsQty_median,staticFieldsQty_min,staticFieldsQty_max,variablesQty_sum,variablesQty_average,variablesQty_stdev,variablesQty_median,variablesQty_min,variablesQty_max,tryCatchQty_sum,tryCatchQty_average,tryCatchQty_stdev,tryCatchQty_median,tryCatchQty_min,tryCatchQty_max,modifiers_sum,modifiers_average,modifiers_stdev,modifiers_median,modifiers_min,modifiers_max,publicFieldsQty_sum,publicFieldsQty_average,publicFieldsQty_stdev,publicFieldsQty_median,publicFieldsQty_min,publicFieldsQty_max,privateFieldsQty_sum,privateFieldsQty_average,privateFieldsQty_stdev,privateFieldsQty_median,privateFieldsQty_min,privateFieldsQty_max,uniqueWordsQty_sum,uniqueWordsQty_average,uniqueWordsQty_stdev,uniqueWordsQty_median,uniqueWordsQty_min,uniqueWordsQty_max,protectedMethodsQty_sum,protectedMethodsQty_average,protectedMethodsQty_stdev,protectedMethodsQty_median,protectedMethodsQty_min,protectedMethodsQty_max,totalFieldsQty_sum,totalFieldsQty_average,totalFieldsQty_stdev,totalFieldsQty_median,totalFieldsQty_min,totalFieldsQty_max,defaultFieldsQty_sum,defaultFieldsQty_average,defaultFieldsQty_stdev,defaultFieldsQty_median,defaultFieldsQty_min,defaultFieldsQty_max,innerClassesQty_sum,innerClassesQty_average,innerClassesQty_stdev,innerClassesQty_median,innerClassesQty_min,innerClassesQty_max,assignmentsQty_sum,assignmentsQty_average,assignmentsQty_stdev,assignmentsQty_median,assignmentsQty_min,assignmentsQty_max,abstractMethodsQty_sum,abstractMethodsQty_average,abstractMethodsQty_stdev,abstractMethodsQty_median,abstractMethodsQty_min,abstractMethodsQty_max,comparisonsQty_sum,comparisonsQty_average,comparisonsQty_stdev,comparisonsQty_median,comparisonsQty_min,comparisonsQty_max,maxNestedBlocksQty_sum,maxNestedBlocksQty_average,maxNestedBlocksQty_stdev,maxNestedBlocksQty_median,maxNestedBlocksQty_min,maxNestedBlocksQty_max,finalMethodsQty_sum,finalMethodsQty_average,finalMethodsQty_stdev,finalMethodsQty_median,finalMethodsQty_min,finalMethodsQty_max,lambdasQty_sum,lambdasQty_average,lambdasQty_stdev,lambdasQty_median,lambdasQty_min,lambdasQty_max,tcc_sum,tcc_average,tcc_stdev,tcc_median,tcc_min,tcc_max,rfc_sum,rfc_average,rfc_stdev,rfc_median,rfc_min,rfc_max,totalMethodsQty_sum,totalMethodsQty_average,totalMethodsQty_stdev,totalMethodsQty_median,totalMethodsQty_min,totalMethodsQty_max,synchronizedMethodsQty_sum,synchronizedMethodsQty_average,synchronizedMethodsQty_stdev,synchronizedMethodsQty_median,synchronizedMethodsQty_min,synchronizedMethodsQty_max,parenthesizedExpsQty_sum,parenthesizedExpsQty_average,parenthesizedExpsQty_stdev,parenthesizedExpsQty_median,parenthesizedExpsQty_min,parenthesizedExpsQty_max,dit_sum,dit_average,dit_stdev,dit_median,dit_min,dit_max,visibleFieldsQty_sum,visibleFieldsQty_average,visibleFieldsQty_stdev,visibleFieldsQty_median,visibleFieldsQty_min,visibleFieldsQty_max,publicMethodsQty_sum,publicMethodsQty_average,publicMethodsQty_stdev,publicMethodsQty_median,publicMethodsQty_min,publicMethodsQty_max,defaultMethodsQty_sum,defaultMethodsQty_average,defaultMethodsQty_stdev,defaultMethodsQty_median,defaultMethodsQty_min,defaultMethodsQty_max,privateMethodsQty_sum,privateMethodsQty_average,privateMethodsQty_stdev,privateMethodsQty_median,privateMethodsQty_min,privateMethodsQty_max,wmc_sum,wmc_average,wmc_stdev,wmc_median,wmc_min,wmc_max,mathOperationsQty_sum,mathOperationsQty_average,mathOperationsQty_stdev,mathOperationsQty_median,mathOperationsQty_min,mathOperationsQty_max
junit-interface,0.11,1209,"Aug, 2014",33,121,3.666666667,3.92640633,3,0,15,79,2.393939394,4.775846744,0,0,21,6,0.181818182,0.882274952,0,0,5,113,3.424242424,5.326996709,2,0,27,1083,32.81818182,44.82009493,11,0,154,-3,-0.125,0.337831962,0,-1,0,19,0.575757576,1.620769552,0,0,8,23,0.696969697,2.480988317,0,0,14,0,0,0,0,0,0,50,1.515151515,3.438033705,0,0,12,387,11.72727273,36.35009691,1,0,204,65,1.96969697,4.268231839,0,0,23,30,0.909090909,2.082120859,0,0,9,51,1.545454545,2.526001152,0,0,11,110,3.333333333,6.263319141,2,0,33,68,2.060606061,4.2861652,0,0,23,155,4.696969697,7.539416624,1,0,27,9,0.272727273,0.574060497,0,0,2,5264,159.5151515,371.6393683,1,-1,1026,27,0.818181818,4.003549561,0,0,23,12,0.363636364,2.088931871,0,0,12,806,24.42424242,26.05166778,13,0,117,1,0.03030303,0.174077656,0,0,1,1,0.03030303,0.174077656,0,0,1,4,0.121212121,0.696310624,0,0,4,3,0.090909091,0.522232968,0,0,3,177,5.363636364,9.594328344,1,0,43,105,3.181818182,3.127044786,2,0,11,37,1.121212121,2.232677425,0,0,8,43,1.303030303,2.543187573,0,0,13,1,0.03030303,0.174077656,0,0,1,0,0,0,0,0,0,-3,-0.125,0.337831962,0,-1,0,237,7.181818182,10.90141776,2,0,37,136,4.121212121,4.941897256,2,0,21,0,0,0,0,0,0,8,0.242424242,0.791766341,0,0,4,52,1.575757576,1.146470209,1,0,7,1,0.03030303,0.174077656,0,0,1,66,2,2.487468593,2,0,10,38,1.151515152,2.152341924,0,0,9,31,0.939393939,2.178580299,0,0,10,300,9.090909091,14.17383954,3,0,54,34,1.03030303,2.038456041,0,0,9
kotlin,1.3.50,,,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kotlin-logging,1.7.6,65,"Aug, 2019",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
kryo,2.24.0,155,"Dec, 2015",240,1189,4.954166667,6.199100972,4,0,81,1841,7.670833333,47.65053205,0,0,431,16,0.066666667,0.433596101,0,0,5,866,3.608333333,9.858662978,0,0,92,18430,76.79166667,156.1863706,23,0,834,-20,-0.098039216,0.298099197,0,-1,0,1,0.004166667,0.064549722,0,0,1,27,0.1125,0.748673862,0,0,10,0,0,0,0,0,0,6135,25.5625,120.3333421,0,0,1000,7857,32.7375,137.3403746,1,0,1600,72,0.3,1.023571563,0,0,8,267,1.1125,3.347366729,0,0,20,156,0.65,2.355976998,0,0,25,1352,5.633333333,13.22412739,1,0,98,369,1.5375,3.527336461,0,0,27,1976,8.233333333,18.25951157,2,0,108,111,0.4625,1.457432976,0,0,16,7095,29.5625,146.3668381,9,-1,1033,53,0.220833333,0.944696346,0,0,9,87,0.3625,1.471432996,0,0,18,9827,40.94583333,56.01569923,21,0,412,35,0.145833333,0.556046389,0,0,5,0,0,0,0,0,0,39,0.1625,0.883750329,0,0,7,139,0.579166667,2.847957378,0,0,31,3501,14.5875,37.93521026,2,0,215,1450,6.041666667,9.470408291,3,0,68,1163,4.845833333,14.21462736,0,0,135,300,1.25,1.886973624,1,0,13,7,0.029166667,0.265095178,0,0,3,0,0,0,0,0,0,-20,-0.098039216,0.298099197,0,-1,0,2195,9.145833333,14.58948665,4,0,96,1529,6.370833333,10.67668555,3,0,69,73,0.304166667,2.218970919,0,0,24,714,2.975,15.56600872,0,0,132,559,2.329166667,3.191906497,2,0,34,87,0.3625,1.152516802,0,0,9,1338,5.575,9.114026617,3,0,64,26,0.108333333,0.425068704,0,0,3,130,0.541666667,1.907465331,0,0,11,4017,16.7375,38.40145038,6,0,318,1043,4.345833333,15.84895966,0,0,131
lettuce-core,5.3.1.RELEASE,39,"Jun, 2020",1445,10115,7,8.617044888,4,0,96,6977,4.828373702,22.29765022,1,0,676,101,0.069896194,0.366480306,0,0,5,6950,4.809688581,19.66208059,0,0,503,67974,47.04083045,104.2278846,19,0,2340,-68,-0.061206121,0.239815965,0,-1,0,201,0.139100346,1.176006915,0,0,24,897,0.620761246,1.871971638,0,0,20,0,0,0,0,0,0,5547,3.838754325,21.75810464,0,0,663,168486,116.599308,1844.093469,0,0,66676,1415,0.979238754,2.184904323,0,0,23,575,0.397923875,1.436127105,0,0,22,1969,1.362629758,2.574375917,0,0,25,5863,4.057439446,20.51302256,1,0,424,2347,1.624221453,2.970183343,0,0,31,8431,5.834602076,13.63867601,2,0,300,320,0.221453287,0.85885277,0,0,15,60171,41.64083045,197.8039311,1,-1,1034,510,0.352941176,1.292959842,0,0,19,155,0.107266436,0.891780605,0,0,19,69096,47.81730104,53.2035094,30,0,483,321,0.222145329,0.904624679,0,0,16,3,0.002076125,0.058807233,0,0,2,65,0.044982699,0.460395564,0,0,11,409,0.283044983,1.728295279,0,0,55,8659,5.992387543,13.76521863,1,0,303,11013,7.621453287,21.73817912,3,0,424,1317,0.911418685,3.53716532,0,0,84,912,0.631141869,1.03417993,0,0,6,33,0.02283737,0.249994968,0,0,7,1418,0.981314879,10.00430986,0,0,368,-68,-0.061206121,0.239815965,0,-1,0,16556,11.45743945,25.07195507,4,0,434,11728,8.116262976,22.14786727,4,0,428,23,0.015916955,0.230370516,0,0,5,312,0.215916955,1.214705004,0,0,34,2055,1.422145329,0.929096957,1,0,15,158,0.109342561,0.652463834,0,0,15,4597,3.181314879,16.86434583,1,0,419,6071,4.201384083,13.89360036,0,0,369,739,0.511418685,1.712966193,0,0,22,15763,10.90865052,25.87078939,5,0,477,859,0.594463668,6.551434879,0,0,240
library,1.2.4,58,"Sep, 2015",37,204,5.513513514,6.336059157,4,0,33,51,1.378378378,4.098450597,0,0,23,4,0.108108108,0.314800094,0,0,1,50,1.351351351,3.489796366,0,0,17,1798,48.59459459,111.4546394,19,0,673,0,0,0,0,0,0,0,0,0,0,0,0,13,0.351351351,1.085669691,0,0,5,0,0,0,0,0,0,94,2.540540541,6.90649692,0,0,37,2635,71.21621622,305.7840683,0,0,1732,34,0.918918919,2.113164798,0,0,12,0,0,0,0,0,0,55,1.486486486,4.147433086,0,0,25,144,3.891891892,7.136696185,2,0,39,75,2.027027027,5.220081345,1,0,31,188,5.081081081,13.74242898,1,0,82,5,0.135135135,0.419136822,0,0,2,1128,30.48648649,168.0974621,1,-1,1025,20,0.540540541,1.345663706,0,0,7,5,0.135135135,0.673389526,0,0,4,1609,43.48648649,57.82234363,28,0,283,8,0.216216216,0.629600188,0,0,3,0,0,0,0,0,0,3,0.081081081,0.276724731,0,0,1,9,0.243243243,1.038305388,0,0,6,257,6.945945946,19.31600653,2,0,116,256,6.918918919,12.02168961,3,0,50,86,2.324324324,8.423030776,0,0,51,31,0.837837838,1.093249832,1,0,4,6,0.162162162,0.986393924,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,355,9.594594595,18.28396301,3,0,96,281,7.594594595,13.59628107,4,0,65,0,0,0,0,0,0,30,0.810810811,2.514820933,0,0,14,53,1.432432432,0.64723946,1,0,3,12,0.324324324,1.203099101,0,0,6,191,5.162162162,10.57910286,2,0,50,57,1.540540541,6.551482422,0,0,39,25,0.675675676,2.539182437,0,0,15,486,13.13513514,27.95250154,5,0,165,68,1.837837838,6.38363147,0,0,38
libthrift,0.9.3,266,"Oct, 2015",332,1308,4.589473684,4.962169711,3,0,28,494,1.733333333,4.626825233,0,0,42,33,0.115789474,0.647799491,0,0,8,1276,4.477192982,15.99593938,0,0,217,15784,55.38245614,89.77443,22,0,683,-12,-0.057142857,0.23267002,0,-1,0,106,0.371929825,1.456620919,0,0,14,100,0.350877193,1.660341345,0,0,18,0,0,0,0,0,0,3573,12.53684211,70.49455236,0,0,1075,10831,38.00350877,204.8391588,1,0,2073,314,1.101754386,2.825966819,0,0,27,166,0.58245614,1.70677222,0,0,17,366,1.284210526,2.959812368,0,0,31,674,2.364912281,5.114894407,1,0,43,595,2.087719298,3.652515541,1,0,31,1676,5.880701754,10.26856681,2,0,73,222,0.778947368,1.789123718,0,0,13,30667,107.6035088,309.8486693,1,-1,1034,187,0.656140351,2.562116859,0,0,27,119,0.41754386,1.578143276,0,0,13,11929,41.85614035,46.07369716,26,0,373,134,0.470175439,1.440115033,0,0,11,8,0.028070175,0.374238375,0,0,6,76,0.266666667,1.283334858,0,0,13,84,0.294736842,0.980877204,0,0,8,2545,8.929824561,19.79975427,3,0,224,1446,5.073684211,7.356000863,3,0,49,392,1.375438596,4.931512663,0,0,67,272,0.954385965,1.253736693,1,0,7,94,0.329824561,2.559844633,0,0,41,0,0,0,0,0,0,-12,-0.057142857,0.23267002,0,-1,0,2388,8.378947368,12.59514126,3,0,70,1581,5.547368421,8.703773369,3,0,68,31,0.10877193,1.03056813,0,0,16,344,1.207017544,6.270539761,0,0,71,526,1.845614035,1.268811989,1,0,10,34,0.119298246,0.58725867,0,0,6,1287,4.515789474,7.088271146,2,0,48,15,0.052631579,0.4204731,0,0,5,145,0.50877193,2.411261775,0,0,24,2928,10.27368421,17.57385348,5,0,161,514,1.803508772,5.91161321,0,0,56
log4s,1.6.1,48,"Mar, 2018",0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
logback,1.2.3,,,1261,6491,5.147501983,5.430554696,3,0,49,1979,1.569389374,3.23021185,0,0,26,39,0.030927835,0.254785647,0,0,5,6971,5.52815226,11.55807457,1,0,126,49964,39.62252181,52.27232052,21,0,523,285.0183043,0.287027497,0.605758623,0.22727273,-1,1,429,0.340206186,2.022306468,0,0,32,527,0.417922284,1.380348172,0,0,16,0,0,0,0,0,0,3415,2.708168121,6.632567907,0,0,112,22622,17.93973037,110.1606742,0,0,2506,991,0.785884219,2.877414616,0,0,72,644,0.510705789,1.324705859,0,0,16,745,0.590800952,1.623452448,0,0,16,3261,2.586042823,5.516491463,1,0,66,2901,2.300555115,3.898625074,1,0,73,8600,6.81998414,10.92413,3,0,127,383,0.303727201,0.848281401,0,0,7,61952,49.12926249,216.2991571,1,-1,1025,956,0.758128469,2.910739444,0,0,73,394,0.312450436,2.558660136,0,0,73,51814,41.08961142,38.53469756,30,0,301,336,0.266455194,0.887510811,0,0,13,41,0.032513878,0.32326083,0,0,5,101,0.080095163,0.518629443,0,0,9,89,0.070578906,0.376616597,0,0,6,10026,7.950832672,12.68460358,3,0,152,5667,4.494052339,6.177095775,3,0,87,1541,1.222045995,3.399793075,0,0,60,1037,0.822363204,1.000083075,1,0,5,63,0.049960349,0.337888516,0,0,5,0,0,0,0,0,0,240.3288055,0.242022966,0.578052213,0.1904762,-1,1,10332,8.193497224,11.27938092,4,0,89,6110,4.845360825,6.725386952,3,0,96,50,0.039651071,0.392405531,0,0,7,439,0.3481364,1.165022011,0,0,13,2406,1.908009516,1.324173628,1,0,8,1661,1.317208565,2.436351125,0,0,23,4475,3.548770817,5.593664968,2,0,80,838,0.664551943,1.822066129,0,0,33,461,0.365582871,1.197373547,0,0,13,10143,8.043616178,11.71685129,4,0,155,2279,1.807295797,4.371096706,0,0,75
lombok,1.18.12,1757,"Feb, 2020",2690,5812,4,8.437421564,2,0,103,4634,3.189263593,15.08070467,0,0,313,198,0.136269787,1.942531538,0,0,71,8358,5.752236752,25.99071148,2,0,755,61441,42.28561597,110.6308746,12,0,1896,-282,-0.266037736,0.442092798,0,-1,0,35,0.024088094,0.275437189,0,0,6,1048,0.721266345,4.669084837,0,0,123,0,0,0,0,0,0,3715,2.556779078,12.03257075,0,0,280,36130,24.86579491,288.1291999,0,0,7614,1129,0.777013076,3.430513723,0,0,74,1006,0.692360633,4.005977387,0,0,87,1398,0.962147281,2.911092836,0,0,74,5270,3.626978665,11.28859533,1,0,240,2196,1.511355816,3.738993271,1,0,74,8624,5.935306263,20.52267977,1,0,399,550,0.378527185,1.5520825,0,0,20,79073,54.42050929,222.8747874,1,-1,1034,724,0.498279422,3.184981728,0,0,73,232,0.159669649,2.163584899,0,0,71,38892,26.76668961,52.29238041,11,0,638,350,0.240880936,0.933642587,0,0,18,6,0.004129387,0.064149574,0,0,1,19,0.013076394,0.238728768,0,0,7,441,0.303509979,0.858097108,0,0,9,11873,8.17136958,33.14313155,1,0,639,4616,3.17687543,6.655821569,2,0,120,3545,2.439779766,10.50822781,0,0,231,1035,0.712319339,1.275902285,0,0,9,156,0.107364074,0.66247886,0,0,12,26,0.017894012,0.409540793,0,0,12,-282,-0.266037736,0.442092798,0,-1,0,9355,6.438403304,17.99096301,1,0,232,5348,3.680660702,8.01169198,2,0,143,28,0.019270475,0.215546628,0,0,4,1258,0.865794907,4.255836214,0,0,71,1990,1.369580179,0.877690842,1,0,10,547,0.376462491,1.053354545,0,0,12,3622,2.492773572,6.130646839,1,0,120,579,0.398485891,1.312232307,0,0,25,797,0.548520303,2.490730656,0,0,44,14368,9.888506538,33.14904918,2,0,647,1332,0.916724019,3.282280208,0,0,74
lottie,2.7.0,11,"Sep, 2018",239,1566,6.552301255,7.194505441,4,0,45,566,2.368200837,5.993553374,0,0,52,49,0.205020921,1.25181209,0,0,13,873,3.652719665,17.02471951,0,0,243,10540,44.10041841,70.73728142,19,0,569,-9,-0.065217391,0.247808548,0,-1,0,44,0.184100418,0.782958142,0,0,8,130,0.543933054,2.067443417,0,0,21,0,0,0,0,0,0,1302,5.447698745,16.24873573,0,0,149,3854,16.12552301,105.2943101,0,0,1550,411,1.719665272,3.248928442,0,0,21,181,0.757322176,1.812566645,0,0,13,482,2.016736402,3.698701257,0,0,21,746,3.121338912,5.956241403,1,0,61,576,2.410041841,4.209740555,0,0,24,1472,6.158995816,10.32984543,2,0,73,19,0.079497908,0.508290675,0,0,6,7391,30.92468619,172.9875966,1,-1,1025,55,0.230125523,0.908279138,0,0,9,42,0.175732218,0.861450913,0,0,9,7699,32.21338912,50.97948661,19,0,503,10,0.041841004,0.340424784,0,0,4,6,0.025104603,0.388107736,0,0,6,3,0.012552301,0.111565316,0,0,1,17,0.071129707,0.302585462,0,0,2,1954,8.175732218,13.75820905,2,0,102,1057,4.422594142,8.748185404,2,0,77,453,1.89539749,4.975733102,0,0,43,222,0.928870293,1.226100595,0,0,5,3,0.012552301,0.111565316,0,0,1,0,0,0,0,0,0,-9,-0.065217391,0.247808548,0,-1,0,2116,8.853556485,16.20637317,2,0,112,1221,5.108786611,9.481333175,2,0,83,5,0.020920502,0.213960232,0,0,3,164,0.686192469,2.345623885,0,0,21,298,1.246861925,0.544009185,1,0,3,49,0.205020921,1.661418315,0,0,24,895,3.744769874,8.44593059,1,0,74,150,0.627615063,1.637093321,0,0,19,166,0.694560669,1.703558965,0,0,15,2389,9.9958159,16.43563916,5,0,135,605,2.531380753,7.30417017,0,0,56
